data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
Cheguei num voo quase 4h da manhã e decidi buscar um hotel para não incomodar meus anfitriões de madrugada. Não esperava que o hotel fosse assim tão mal conservado. Com toalhas manchadas; ou sujas; não sei… e roupa de cama de péssima qualidade. Como havia uma demanda grande por conta de um concurso público que houve na cidade esta foi a opção mais próxima do aeroporto. Optei por este hotel; apesar de desconhecido; por conta da localização. Os funcionários foram muito atenciosos. Foi concedido um late checkout para saída às 14h de acordo com minha solicitação por motivo de eu ter usado as instalações do hotel a partir de 4:00h da madrugada do mesmo dia; ou seja; por apenas 10h. ;;
"Infelizmente eu não recomendo!!!""";;4;;;;;;
8 de março de 2024;má experiência.;Apenas a localização.;Acomodação do quarto. Água do banheiro com mau cheiro. móveis velhos com cheiro de mofo.;2;;;;
5 de março de 2024;Só vale a pena pela localização.;Localização.;Água salobra e com odor. Estacionamento era limitado a poucos veículos, tendo o hóspede que eventualmente pagar estacionamento privado. Café da manhã era variado mas as opções de itens de padaria deixavam a desejar no quesito qualidade.;5;;;;
3 de março de 2024;Ruim;Localização;Instalação velha e banheiro com aspecto sujo, pois os azulejos pintados com tinta e piso velho.;3;;;;
1º de março de 2024;Voltaria e indicaria;Atendimento da equipe e refeição (Café da manhã);Estacionamento;10;;;;
1º de março de 2024;Fantástico;Localização perfeita!;Não tomei café da manhã, pois só é servido às 7h e tive que sair mais cedo.;9;;;;
29 de fevereiro de 2024;Muito insatisfeita;;O quarto é muito antigo, cama dura, o chão e banheiro estavam muito sujos e com mal cheiro, não tivemos coragem de utilizar as toalhas de tão manchadas. Pedimos para trocar de quarto, mas o outro era muito semelhante e o funcionário disse que o piso antigo ficava com sujeira msm. Café da manhã muito simples. Não vale o custo da hospedagem.;3;;;;
27 de fevereiro de 2024;Aceitável.;Café da manhã simples mas muito saboroso, com funcionárias sempre dispostas em ajudar.;Estacionamento Rotativo e banheiro desconfortável;5;;;;
27 de fevereiro de 2024;Aceitável;proximo ao aeroporto recife;;5;;;;
25 de fevereiro de 2024;Péssima;Do café da manhã e localização é boa.;Não tem Estacionamento de verdade. O Wi-fi é péssimo e não chega a funcionar no quarto. No quarto, o ar condicionado era antigo e não gelou que preste, os lençóis da cama não eram de qualidade.;2;;;;
24 de fevereiro de 2024;Não vale a pena;Só a localização o reto e pessimo;Café da manhã o pior que já vi, não tinha pão não tinha ovo, cuscuz servido gelado, só coisa reaproveitada, fiquei uma semana, não teve nada de novo . Banheiro sujo, roupa de cama pessima, cobraram 10 por travesseiro que por sinal era horrivel, colocaram lençol de solteira na cama de casal.;1;;;;
14 de fevereiro de 2024;Excepcional;Top;Nada;10;;;;
9 de fevereiro de 2024;Excepcional;Ameiiiii o local e funcionários tudo fé bom e melhor local;Não tenho nada a fala;10;;;;
7 de fevereiro de 2024;Precisa de atenção.;Gostei do custo beneficio, o quarto era grande otimo, cama boa, ar bom.;A água da pia é do chuveiro tinha cheiro de esgoto, os corredores do hotel parecia mal assombrado bem feio escuro, o quarto o chão estava sujo bastante poeira ,acho que havia muito tempo sem passar pano no chão, o hotel é bastante antigo e precisa de atenção.;4;;;;
7 de fevereiro de 2024;Excelente!!;Hotel muito bem localizado com o café da manhã muito bem serviço. Fui à recife para fazer prova. Por ser de manhã bem cedo, o hotel foi bem flexível em servir o café da manhã bem antes do horário previsto (diferencial). Funcionários bem hospitaleiros. Com certeza, voltaria.;Água da torneira/chuveiro do banheiro tinha um cheiro peculiar, não muito agradável. Mas nada que desabone a boa estadia.;9;;;;
1º de fevereiro de 2024;Ruim;O quarto estava cheio de poeira, pedi um quarto casal, tinha um com 3 camas de solteiro. Muito ruim;;3;;;;
29 de janeiro de 2024;Péssimo;Nada, totalmente diferente das fotos do site. Antigo, limpeza péssima, demora no check in.;Não gostei desse hotel, banheiro totalmente diferente das fotos, bem antigo, quarto totalmente antigo, do tempo da minha vó, recepção com demora . Ou seja, não indico pra ninguém esse hotel. Péssimo!;3;;;;
29 de janeiro de 2024;Primeira e última;Localização;AS FOTOS DO ANÚNCIO NÃO CONDIZ EM NADA COM A REALIDADE !! ;;;;;
#NOME?;;;;;;;;
#NOME?; sujo.;;;;;;;
#NOME?; MUITO barulhento.;;;;;;;
#NOME?; impossível de utilizar.;;;;;;;
#NOME?; não passa confiança (devendo optar ir pelas escadas). ;;;;;;;
#NOME?;;;;;;;;
#NOME?;;;;;;;;
#NOME?;;;;;;;;
- Wi-Fi não pega nos quartos! ;;;;;;;;
Pontos positivo:;;;;;;;;
#NOME?;;;;;;;;
#NOME?;" e a feira de boa viagem.""";2;;;;;;
28 de janeiro de 2024;Péssimo;;Hotel extremamente velho! Parece filme de terror ;;;;;
Wi-Fi não funciona; chuveiro elétrico não funciona; ar condicionado muito barulhento. ;;;;;;
"Não tem nenhum ponto positivo""";1;;;;;;;
22 de janeiro de 2024;Estadia satisfatória quanto a localização e custo benefício.;A acomodação chama a atenção pelo custo benefício e localização.;As instalações do hotel são bastante antigas, deixando a desejar quanto a manutenção.;5;;;;
22 de janeiro de 2024;Descepcionante;Nada;Quarto ruim;;;;;
Ar condicionado não funcionava bem;;;;;;;;
Limpeza ruim;;;;;;;;
Instalações velhas;;;;;;;;
"Café da manhã ruim""";2;;;;;;;
21 de janeiro de 2024;Muito ruim;Única e exclusivamente da Localização.;Só gostei da localização, o resto deixa muito a desejar, Wi-Fi péssimo, café da manhã limitado (com direito às funcionárias ficar com piada) no quarto um cheiro forte de água sanitária, elevadores sem ar condicionando, e o ar dos quartos bem fraco, enfim... não recomendo pra ninguém.;2;;;;
19 de janeiro de 2024;Top.;A recepção. A hospedagem foi muito boa.;Nada a reclamar.;10;;;;
19 de janeiro de 2024;Hospedagem Super Recomendada!;Prestatividade e gentileza da equipe de trabalho. Café da manhã de excelência. Localização do Hotel( pertinho da pracinha de Boa viagem);Só precisa fazer uma manutenção na pia e vaso sanitário ( pia demora pra escoar água e sai cheiro do vaso sanitarioque estava solto).Quarto 410.;10;;;;
17 de janeiro de 2024;Foi ruim em tudo;Nd;Tudo;1;;;;
16 de janeiro de 2024;Deixou muito a desejar na prestação do serviço. Pelo mesmo valor conseguimos coisa melhor.;A localização do hotel é ótima...perto de farmácia, restaurante, lanchonete, sorveteria, supermercado, praça de artesanato, enfim, tudo que precisamos.;A TV não funcionava, solicitamos a intervenção da manutenção na recepção e não fomos atendidos. O local para o café da manhã muito pequeno para a quantidade de hospedes, que em determinado momento teve que ficar esperando para poder iniciar a refeição. Além disso, a reposição dos alimentos, a disponibilização de pratos e talheres demorando muito. Os recipientes de suco e água com problemas para servir (torneirinhas com defeito).;5;;;;
16 de janeiro de 2024;Não recomendo;;O alojamento não estava limpo, toalhas velhas , o chuveiro do banheiro muito ruim , pedi para mudar de quarto;4;;;;
15 de janeiro de 2024;Excepcional;Localização muito boa, perto do aeroporto, a equipe é maravilhosa e muito atenciosos.;Banheiro estava limpo, mas poderia melhorar na parte do banho. O chuveiro estava dando choque quando íamos mudar para a temperatura fria.;10;;;;
15 de janeiro de 2024;Aceitável;Da localização. Próximo da praia e do aeroporto do recife.;A falta de estacionamento. No anúncio estava bem evidente que havia estacionamento, mas ao chegar no hotel descobri que na verdade não havia estacionamento. O que havia eram 4 vagas na calçada e de forma rotativa. Falta agilidade na recepção: cheguei e o funcionário teve dificuldade de me atender(fazendo várias coisas ao mesmo tempo, atendendo outras pessoas enquanto fazia o meu atendimento) e enquanto isso o meu veículo lá na rua por não ter estacionamento no hotel. O cartão do quarto que me foi concedido para acesso ao apartamento não estava cadastrado. Tive que retornar várias vezes na recepção para efetuar o cadastro, e isso tudo com minhas malas no corredor e o veículo na rua. Imagina a situação.;5;;;;
15 de janeiro de 2024;Válido somente pela localização;Localização, bom atendimento dos funcionários, TV a cabo.;Instalações antigas, camas e travesseiros super desconfortáveis, banheiro precisando de reforma.;4;;;;
13 de janeiro de 2024;Péssimo;Nada;De tudo, o hotel precisa de uma super reforma pois é super bem localizado porém o quarto tinha um piso de azulejo azul, no banheiro o lavatório é azul o vaso sanitário branco o azulejo de florzinha em uma parte é na parte atrás do vaso revestimento branco entre o banheiro e o piso do quarto em vez de uma soleira com acabamento está com cimento muito mal acabado;3;;;;
11 de janeiro de 2024;Excepcional;Ótima localização e bom café da manhã;;10;;;;
8 de janeiro de 2024;Hotel muito ruim estrutura péssima;De nada hotel de péssima qualidade o ar quebrado a cama muito desconfortável o café da manhã muito simples,não gostei de nada no hotel;Tudo;1;;;;
8 de janeiro de 2024;pessimo;nada, atendimento pessimo desde recepção, ate os quartos.;;;;;;
"quartos fede esgoto""";tudo pessimo, atendimento e os quartos fedendo esgoto;1;;;;;;
6 de janeiro de 2024;Péssima;Somente a localização;Não tem cobertor, somente pagando ! Travesseiro e cama ruim ! Ar condicionado super barulhento , cheiro de água sanitária super forte ! Não gostei de nada;3;;;;
5 de janeiro de 2024;Experiência desagradável;Apenas a localização, que salva porque o resto tudo pessimo;Instalações sem manutenções. Limpeza péssima, os lençóis de cama encardido. Café da manhã precário. Experiência desagradável;1;;;;
4 de janeiro de 2024;Péssima;;Acomodação péssima, quarto diferente da foto. Banheiro sujo, cama desconfortável. Para pegar o elevador precisa subir um andar de escadas. A janela do banheiro tem frente para o corredor. Terrível! Apenas os funcionários eram simpáticos!;3;;;;
3 de janeiro de 2024;Aceitável;;Ar e estrutura antiga. Funcionários pouco cortesia.;5;;;;
1º de janeiro de 2024;Horrível.;Péssima.;Cama horrível, colchão velho que afunda. Ar condicionado antigo que não funciona direito. Tive uma péssima experiência, pois foi impossível dormir nessas condições. Café da manhã ruim, não tinha nem café às 9 h da manhã. Sem reposição.;1;;;;
28 de dezembro de 2023;Fantástico;Atendimento, locsl99;;9;;;;
27 de dezembro de 2023;Não retornaria;;Instalações antigas e quarto peca na limpeza.;3;;;;
24 de dezembro de 2023;Péssimo;Somente da localização e dá disposição e simpatia da equipe de limpeza.;Recepção péssima, poucas informações dadas, sujeira por todo lado, chuveiro enferrujado, box banheiro imundo, nojento! Cobraram aluguel por travesseiros extras, sendo que o oferecido era péssimo! Café da manhã comprado na padaria, sem variedade, a sobra seguia no dia seguinte, ar condicionado velho e barulhento! enfim..... só decepção!;1;;;;
18 de dezembro de 2023;Recomendo;O hotel superou todas as expectativas nos quesitos localização, conforto do quarto e, principalmente, no atendimento oferecido. O funcionário Daniel foi bastante atencioso, em todas as demandas solicitadas, verdadeiro amor de pessoa! Saio muito satisfeita e já pensando no breve retorno.;A questão do estacionamento foi a única coisa que deixou a desejar, visto que, na frente do hotel, tem disponibilidade para guardar somente 4 carros, devendo os demais ficarem no prédio ao lado (serviço terceirizado), mediante pagamento de uma taxa de R$ 30,00 a diária - antecipado.;10;;;;
18 de dezembro de 2023;Fantástico;Bom;Tudo ok;9;;;;
17 de dezembro de 2023;Péssima;Sujo, elevador quebrado! Café da manhã atrasado e sem opções! Desorganizado;Limpeza, café atrasado as 7:30;5;;;;
15 de dezembro de 2023;Aceitável;A localização do hotel é muito boa.;Não ficou claro que o estacionamento eram três vagas rotativas na calçada.;;;;;
Café da manhã sem muitas opções.;;;;;;;;
Precisei pedir papel higiênico.;;;;;;;;
"Fiquei trancado porque a porta encrencou. Atrasei num compromisso.""";5;;;;;;;
12 de dezembro de 2023;Pensaria se voltaria pois não dormi bem.;Recepção muito boa café da manhã perfeito;Cama não é confortável passei 3 noite muito mal dormidas cama muito dura.;10;;;;
7 de dezembro de 2023;Pessima;;Quarto precisando de reformas, ar condicionado antigo e nível de ruído elevado;2;;;;
7 de dezembro de 2023;O barato sai muito caro;Nada;Inicialmente, antes de alugar pelo booking eu liguei pra acomodação e perguntei se eles poderiam antecipar o checkin. Disseram q sim, que havia vagas pra me receber. ;;;;;
Eu estava no aeroporto; chamei o uber e fui pra esse hotel. Cheguei nele; de fato faziam chekin antecipado; contudo eu teria q pagar 70 reais pra isso. Como eu n podia cancelar; acabei pagando. ;;;;
Como se ja nao bastasse; fui lotado em quarto pessimo; o ar nao gelava; o chuveiro era 4 pingos; o banheiro parecia mais uma caverna. Nem a porta abria com o cartao. Depois de reclamar muito; e pedi restituição; me mudaram de quarto. ;;
O cafe da manhã é pago; 30 reais. De bom mesmo o local so tinha o recepcionista do diurno. Pq os demais….;;;;;;;
No final das costas saiu mais caro do q eu ter ido pra um 3 ou 4 estrelas; que fazem checkin antecipado se houver disponibilidade. Esse hotel vive vazio;" apesar de boa localização. Entendi o motivo quando me hospedei""";1;;;;;
5 de dezembro de 2023;Péssima hospedagem.;Horrível, volto nunca mais! Tudo muito ruim, não existe nada para elogiar. Pior hotel q me hospedei até hoje.;Tudo horrível! Hotel de quinta categoria, não dá nem pra chamar de hotel.;2;;;;
1º de dezembro de 2023;Fantástico;Tudo;Nada a declarar;9;;;;
30 de novembro de 2023;Decepcionante;;Atendimento horrível, tive que trocar 3 vezes de quarto, ar não gelava, chuveiro queimado, quarto sujo e desorganizado.;2;;;;
30 de novembro de 2023;Não gostei quarto fedor de mofo , elevador quebrado;Localização;Falta de limpeza , elevador quebrado;3;;;;
