data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;;
5 de abril de 2022;Muito bom;Hotel novo, limpo e bem localizado. As acomodações eram excelentes, apesar de pequenas. Ar condicionado bom e silencioso, boa iluminação, tomadas a disposição (inclusive com USB), orientações claras sobre o funcionamento do hotel. Elevadores rápidos e seguros (acionamento com o cartão). ;;;;;;;;;;
Ao se hospedarem no Fit; não deixem de conferir a cobertura do hotel.. boa academia piscina;" mas o ponto alto realmente é a vista… maravilhosa!""";Acho que o hotel não estava preparado para a alta ocupação. Não tem secadores nos quartos, mas eles informam que emprestam na recepção. Ocorre que não tem secadores suficientes e eles também não controlam o uso pelos hóspedes… muita gente pegava o aparelho para si e não devolvia após o uso. quando precisei, me disseram q não havia secadores disponíveis e que não iriam pedir para ninguém.. tive que ficar ligando muitas vezes para conseguir um. Quando havia secadores disponíveis, falavam que iam entregar e o aparelho nunca chegava.. tive que descer buscar. Se isso fosse dito logo no primeiro pedido, não precisaria esperar 2h. Enfim, essa questão do secador incomodou bastante. ;;;;;;;;;
O café da manhã também não estava preparado.. acabavam as comidas; talheres; louças e demoravam muito pra repor.. não esperavam tanto movimento e não conseguiram atender. Apesar de tudo; era muito bom; foi só uma questão de falta de preparo para tanto movimento.;;;;;;;;
Apesar dos infortúnios; não deixo de recomendar o hotel;" apenas sugiro que levem seus próprios secadores.""";8;;;;;;;;;
4 de abril de 2022;Custo-beneficio ok, mas tem aspectos que precisam melhorar!;Achei um café da manhã ok. Senti falta de um suco da fruta e comidas mais regionais.;O wifi do computador não funcionava. Além disso, o nosso chuveiro não esquentava. Depois de alguns dias reclamando, consertaram.;7;;;;;;;;
4 de abril de 2022;Bom;A localização é muito boa. A cama e roupa de cama, assim como o chuveiro são bons.;Café da manhã muito fraco, pães velhos, sem opções! Quarto pequeno e cama pequena para dois adultos e uma criança.;7;;;;;;;;
2 de abril de 2025;Excepcional;Café da manhã excelente. Os funcionários da recepção muitos atenciosos.;;10;;;;;;;;
1º de abril de 2025;Excepcional;Td perfeito;;10;;;;;;;;
28 de março de 2025;Excepcional;Ótima localização, quartos confortáveis;Cafe da manhã sem muita opção, e pagamos diárias que nao são baratas e acho um absurdo ainda ter que pagar diárias para o estacionamento.;10;;;;;;;;
25 de março de 2025;Satisfatório;Das pessoas que atendem na recepção.;Não avisaram sobre a manutenção da piscina e o horário do chek-in a partir das 14horas . A piscina é pequena e não corresponde a foto no booking.;6;;;;;;;;
24 de março de 2025;Convincente. Bom Custo benefício.;Cama confortável e excelente banheiro.;O café da manhã precisa melhorar. Faltou mel de abelha e tapioca. O mais, tudo muito bom.;10;;;;;;;;
24 de março de 2025;Excelente!;Eu gostei do conforto, limpeza, comodidade, tinha tudo que eu precisava. Excepcional! Atendimento excelente!;Não tenho do que reclamar;10;;;;;;;;
24 de março de 2025;Muito boa;Do todo;;10;;;;;;;;
23 de março de 2025;Recomendo a estadia;Amei o hotel, o quarto, o banheiro;Queria que tivesse uma explicação melhor de como acessar os aplicativos da televisão, pois só consegui conectar roteando minha internet do celular e não utilizando a internet do hotel, também gostaria que tivesse mais travesseiros.;10;;;;;;;;
23 de março de 2025;Ótima;Quartos limpos, cama confortável e equipe solícita. café da manhã ótimo e variado!;gostei de tudo;10;;;;;;;;
23 de março de 2025;Excepcional;Gostei das acomodações do quarto, do silêncio nos corredores, da limpeza;A piscina é meio pequena para o tamanho do hotel, o café da manhã achei com pouca variedade;10;;;;;;;;
23 de março de 2025;Excepcional;Gostei de tudo, café muito variado, confortável e com vista....;So n gostei pq o estacionamento muito pequeno e apertado;10;;;;;;;;
23 de março de 2025;Excepcional;Gostei de tudo.;Nada a reclamar;10;;;;;;;;
20 de março de 2025;Aceitável;Tem academia e uma playground na cobertura. O Café é bom e os funcionários atenciosos.;O quarto é razoavelmente pequeno. Fui com uma criança de 05 anos que não cobraram, mas também não tinha cama individual.;5;;;;;;;;
20 de março de 2025;Decepcionante;só a localização;;4;;;;;;;;
19 de março de 2025;Superou ainda mais as expectativas que já eram boas baseado em avaliações prévias;Modernidade, limpeza, cuidado com o hóspede;Gostei de tudo;10;;;;;;;;
18 de março de 2025;Muito bom.;Localização, café da manhã, informações na recepção e elevadores rápidos.;A porta de vidro do banheiro não estava travando para fechar. Provável defeito na roldana inferior.;;;;;;;;;
;;;;;;;;;;;;
Faltam torres de tomada para carregar celular e notebook tanto no hall quanto na cobertura.;;;;;;;;;;;;
;;;;;;;;;;;;
"Precisei usar notebook nas mesas da cobertura e as tomadas fixas no chão estavam com defeito.""";10;;;;;;;;;;;
17 de março de 2025;Excelente.;Gostei do quarto, bem organizado e confortável…;;;;;;;;;;
O hotel em si; muito organizado.;;;;;;;;;;;
Queria aproveitar mais; mas foi só uma diária. ;;;;;;;;;;;
Ambiente da cobertura com piscina; academia e Sauna;" ótimo!!""";Pra mim, não teve ponto negativo.;10;;;;;;;;
15 de março de 2025;Excepcional;;A junção das camas para virar uma cama de casal. Ficou um buraco no meio.;10;;;;;;;;
9 de março de 2025;Excepcional;Hotel muito bom, supriu minha necessidade de ficar no primeiro andar o quarto perfeito instalações ótimas funcionário da recepção muito atencioso.;Café deveria ter mais opções e um espaço mais amplo;10;;;;;;;;
5 de março de 2025;Muito boa;Gostei da localização.;Os pães do café da manhã são muito pequenos. Não dá para rechear com nada;10;;;;;;;;
25 de fevereiro de 2025;Esperava um pouco mais dos serviços oferecidos;Café da manhã bom;;;;;;;;;;
Limpeza muito boa;;;;;;;;;;;;
Localização ;;;;;;;;;;;;
"Custo-benefício ok""";O serviço do restaurante é péssimo!;;;;;;;;;;;
Tanto o atendimento ruim;" como a qualidade das refeições oferecidas""";5;;;;;;;;;;
21 de fevereiro de 2025;Excepcional;Ar condicionado é uma maravilha!! Gela bem e silencioso. Café da manhã excelente!! Localização perfeita;;10;;;;;;;;
21 de fevereiro de 2025;O hotel tem uma boa localização fica próximo do shopping Recife, aeroporto, farmácias .;A acomodação foi boa, funcionários atenciosos e solicitos, quarto e banheiro sempre limpos, o café da manhã razoável.;O que não foi legal é que dá pra ouvir o chuveiro do quarto vizinho e barulho vindo de fora, mas como foi poucos dias , dá pra relevar.;5;;;;;;;;
20 de fevereiro de 2025;Satisfatório;O barulho externo dos corredores prejudicou o silêncio durante a manhã. Recomendo que a equipe de limpeza não converse nos corredores, já que as paredes dos quartos são de gesso.;;6;;;;;;;;
18 de fevereiro de 2025;Satisfatório;Limpeza e localização.;Café da manhã sem muitas opções de frutas e pouca variedade de comida em geral. Ar condicionado do quarto não estava funcionando bem, solicitei a manutenção e arrumaram, mas mesmo assim não ficou bom. Num calor de 38° era praticamente impossível ficar sem ar.;6;;;;;;;;
16 de fevereiro de 2025;Acho o valor um pouco acima do que oferece.;Consegui subir pro quarto mais cedo e adiantaram o horário do café.;Limpeza ruim, acordei com uma aranha pendurada na outra luminária. O banheiro não tinha secador, a luz do corredor não desligava sozinha, o quarto não tem isolamento acústico, dava para ouvir tudo que acontecia no corredor, não consegui dormir a noite toda. O café da manhã foi um dos piores que já comi, poucas opções e o que tinha não estava bom.;6;;;;;;;;
15 de fevereiro de 2025;Aceitável;Localização próxima ao aeroporto.;Cafe da manhã e fraco, quartos pequenos;5;;;;;;;;
14 de fevereiro de 2025;Tudo perfeito;Top;Muito confortável;10;;;;;;;;
12 de fevereiro de 2025;Excepcional;Atendimento!;;10;;;;;;;;
8 de fevereiro de 2025;Excelente escolha.;O hotel é bom, bem localizado e prático de chegar.;Acho que o a ar-condicionado virado direto na cama atrapalha um pouco.;10;;;;;;;;
5 de fevereiro de 2025;Excepcional;Tudo;;10;;;;;;;;
5 de fevereiro de 2025;Aceitável;Café da manhã muito bom e staff gentil e atencioso;A acomodação que nos foi atribuída não havia sido limpa, o que nos obrigou a mudar de quarto e de andar.;;;;;;;;;
"Isolamento acústico ruim.""";5;;;;;;;;;;;
3 de fevereiro de 2025;As fotos aqui do booking me conferiram uma expectativa muito maior.;A gentileza dos funcionários. Todos muito solícitos e simpáticos, em especial as camareiras, vigilantes externos, e recepcionistas.;Quartos extremamente pequenos. Não indico irem com filho(s) bebês e crianças. Foi necessário colocar um berço e, em razão disso, ficou extremamente desconfortável. Além disso, há apenas uma cadeirinha pra bebês no espaço de café da manhã, que, ao meu ver, é pequeno para o número hóspedes.;;;;;;;;;
Também achei os quartos com pouca ventilação.;;;;;;;;;;;;
Por fim; acesso aos carros no estacionamento muito ruim;" em especial o g2.""";5;;;;;;;;;
2 de fevereiro de 2025;Excepcional;;Estacionamento cobrado;10;;;;;;;;
28 de janeiro de 2025;Confortável;Localização;;;;;;;;;;
Acomodação;;;;;;;;;;;;
"Atendimento dos funcionários""";Tinha uma caixa de esgoto na calcado do hotel e ao sair pela tarde ela estava transbordando esgoto. Foi desagradável o mal cheiro.;10;;;;;;;;;;
28 de janeiro de 2025;Satisfatório;;Me colocaram em um quarto muito pequeno. Além disso, o café da manhã era muito limitado e estava sempre lotado, difícil até arrumar mesa.;6;;;;;;;;
27 de janeiro de 2025;Satisfatório;Mto limpo, confortável;Acústica péssima;;;;;;;;;
"Da pra ouvir o hóspede ao lado conversando""";6;;;;;;;;;;;
25 de janeiro de 2025;Recomendo, fui com meu filho e adoramos a acomodação..tudo bem limpo e super atenciosos.;Café da manhã excelente;;10;;;;;;;;
25 de janeiro de 2025;Uma boa estadia;Localização;O tamanho das camas;10;;;;;;;;
24 de janeiro de 2025;Aceitável;;Esgoto da pia entupido e piscina suja;5;;;;;;;;
22 de janeiro de 2025;Excepcional;Localização e praticidade;Estacionamento um pouco apertado;10;;;;;;;;
20 de janeiro de 2025;Voltarei novamente!;O Hotel prima pela limpeza e conforto, além do mais, a equipe é excelente, desde o atendimento da entrada (que orienta os motoristas onde parar), passando pela equipe do balcão e pessoal da limpeza. Os elevadores são muito seguros, os quartos são excelentes, muito bem iluminados e com layout muito bonito. Resumidamente: temos o banheiro (com ralo automático, exaustor e uma ducha relaxante), o quarto com uma cama, muito confortável, o armário possui muitos cabides, todos bem novos, há uma mesinha para estudo com luz exclusiva. O café da manhã também é excelente, variedades de frutas, sucos, bolos. Há ainda um restaurante 24h, com preço bom e comida excelente, que serve no espaço físico dele ou nos quartos. Enfim, o Hotel prima pela limpeza e atendimento. Com certeza, absoluta, vale a pena.;"Não é bem que não gostei, mas que me atrapalhou um pouco, foram os acessos às garagens: às vezes a gente se atrapalha, pois há um elevador exclusivo para a garagem, mas que não dá acesso à todos os pisos, e - nesse caso, temos que acessar alguns pisos por uma escada. Daí, você pode perder um tempo ""perdido"" nesse elevador tentando encontrar o piso, onde o seu carro está estacionado.";10;;;;;;;;
20 de janeiro de 2025;Aceitável;Limpeza e localização;Café da manhã com reposição demorada e lotado.;;;;;;;;;
"Barulho - Escutava tudo do quarto vizinho e dos corredores""";5;;;;;;;;;;;
20 de janeiro de 2025;Excepcional;Localização ótima, Equipe atende super bem, preço condizente com a acomodação.;O almoço poderia ter mais opções. Mas a comida é ótima.;10;;;;;;;;
19 de janeiro de 2025;Satisfatório;As instalações são novas. Os elevadores são bem rápidos. A água do chuveiro é muito boa (ducha forte e bem gostosa).;Os quartos são muito pequenos. O café da manhã é muito tumultuado, sobretudo entre 8 e 10 da manhã, pois o restaurante do hotel é minúsculo. Devido ao pequeno tamanho do local para o café, sobretudo porque o hotel comporta uma quantidade muito grande de hóspedes, as mesas do restaurante ficam coladas umas às outras, dificultando, inclusive, a movimentação dos hóspedes durante o café da manhã. Os quartos, por serem minúsculos, mal comportam duas pequenas camas de solteiro, que são disponibilizadas nos quartos duplos. Para uma cama de casal, fica até razoável. Os espaços internos do quarto são bastante reduzidos. Propaganda enganosa, pois, pelas fotos do hotel, e pelo preço das diárias, esperava coisa melhor. O hotel fica bem próximo a um esgoto (tipo um rio) a céu aberto. O cheiro do esgoto chega a ser sentido dos andares do hotel. Em suma, o custo benefício é ruim. Procurarei outra hospedagem em Recife da próxima vez, sobretudo devido ao desconforto no muito pequeno espaço para o café da manhã. Dou nota 7 ao hotel como um todo.;6;;;;;;;;
18 de janeiro de 2025;Tudo maravilhoso;O conforto;Tudo tava excelente;10;;;;;;;;
17 de janeiro de 2025;EXCELENTE ESTADIA!;Eu e meu marido nos hospedamos entre 3 e 8 de janeiro de 2025. Foi tudo excelente, desde o check-in, café da manhã, conforto do apto, limpeza impecável, até o check-out.;;;;;;;;;;
Todos os colaboradores foram extremamente solícitos e simpáticos!;;;;;;;;;;;;
O hotel fica a 5m do shopping; a 1 quadra de um bom hipermercado (com SmartFit dentro) e a 5 quadras da praia.;;;;;;;;;;;
"Achamos o local seguro para caminhar à noite.""";Faltam cartazes em inglês pelo hotel e achamos a área da cobertura insegura para crianças. A piscina, a academia e a área de recreação infantil ficam no 31º andar. Sugerimos a instalação de uma rede acima do parapeito.;10;;;;;;;;;;
17 de janeiro de 2025;Excepcional;Das instalações, do café da manhã e do quarto;Da distância até a praia;10;;;;;;;;
15 de janeiro de 2025;Não condiz com serviços de 4 estrelas!!;4 elevadores disponiveís e funcionando.;Não gostei do excessivo cheiro de fossa no apto. Não gostei do ralo do banheiro entupido e nao gostei do cheiro de qboa. Café da manhã razoável. Tive que evitar o queijo prato.;6;;;;;;;;
13 de janeiro de 2025;Excepcional;Muito bom em limpeza e atendimento excelente 🙂;;10;;;;;;;;
12 de janeiro de 2025;Excepcional;;falta de ele ador para chegar ao estacionamento;10;;;;;;;;
10 de janeiro de 2025;Muito boa;Tudo;Nada;10;;;;;;;;
10 de janeiro de 2025;Ruim;Localização;Café da manhã pessimo ;;;;;;;;;
