data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;;;
4 de maio de 2023;Muito ruim;Da vista pro mar;Está bem envelhecido os móveis, banheiro. Para um 5 estrelas hoje no estado que está deixou a desejar. O pior de tudo foi que tinha algum hóspede que fumava. O corredor e o quarto que estávamos era insuportável o cheiro. Sou alérgica, tive que tomar antialérgico , desencadeou enxaqueca . Enfim, não foi boa a estadia.;1;;;;;;;;;
3 de maio de 2023;Ruim;A localização era boa.;Tentei utilizar a banheira e não consegui, pois não havia uma tampa de ralo para impedir a agua de sair da banheira, solicitei à recepção e não foi localizado nenhuma tampa de ralo.;3;;;;;;;;;
27 de abril de 2023;Excelente opção.;Atendimento dos funcionários (desde o check in aos serviços);;;;;;;;;;;
26 de abril de 2023;Excepcional;Gostei, essa é segunda vez e recomendo os colegas.;;10;;;;;;;;;
24 de abril de 2023;Excepcional;ótima localização…tudo de bom do café da manhã a localização..sem palavras;;10;;;;;;;;;
23 de abril de 2023;Estadia muito agradável num hotel excelente.;Localização excelente na Avenida Boa Viagem em frente ao mar (numa região onde há recifes e não há ataques de tubarões). Excelente café da manhã. Boa piscina com agradável área em volta, em parte coberta. Quarto muito grande e agradável. Vista lateral para o mar. TV com Neflix, Youtube etc.;;;;;;;;;;;
Cabe explicar que nós reservamos o hotel pelo Booking; o que nos daria direito (ou obrigaria) a ficar num dos apartamentos antigos; ainda não reformados (que são bons e práticos; mas não elegantes como os reformados). Ofereceram-nos; sem custo adicional; um upgrade;" pelo qual ficamos num apartamento reformado.""";O preço dos apartamentos reformados é bastante salgado.;10;;;;;
21 de abril de 2023;Excepcional;Excelente atendimento! Funcionários extremamente prestativos.;;;;;;;;;;;
"Café da manhã delicioso com muita variedade.""";;10;;;;;;;;;;;
21 de abril de 2023;Enquanto não houver reformas estruturais, não pretendo me hospedar novamente.;Chuveiro muito bom, cama boa e café da manhã ótimo;Quarto com fungo, janela do quarto de vidro solta, corredor vazando água na tubulação do teto, custo benefício abusivo do restaurante, as fotos na Internet não condiz com a realidade.;4;;;;;;;;;
17 de abril de 2023;TROQUEM OS ENCAMENTOS URGENTEMENTE!;Localização;Me colocaram inicialmente em um quarto de acordo com o reservado, no entanto no saia agua do chuveiro, péssimo. Me colocaram em outro quarta de categoria inferior e com problemas no chuveiro tbm.;3;;;;;;;;;
12 de abril de 2023;Excepcional;A vista do quarto é o tamanho.;O entorno do hotel tem muitos moradores de rua.;10;;;;;;;;;
8 de abril de 2023;Péssimo;Bem localizado;Quartos sujos e mofados ;;;;;;;;;;
Desatualizado;;;;;;;;;;;;;
Ar condicionado não funciona adequadamente;;;;;;;;;;;;;
Funcionários mal treinados;;;;;;;;;;;;;
"Colchão velho""";1;;;;;;;;;;;;
5 de abril de 2023;A hospedagem no Grand Mercury Boa Viagem, não condiz com a classificação no Booking. Este Hotel não pode ser considerado;localização frente mar;limpeza a desejar , travesseiros com mau cheiro , banheiro sem iluminação suficiente, cofre quebrado .;2;;;;;;;;;
3 de abril de 2023;Não ficaria nesse hotel novamente.;Quartos grandes e arejados!;Instalações antigas, banheiro com vazamento e mal cuidado.;6;;;;;;;;;
2 de abril de 2023;ESPERE reforma acabar;Localização em frente ao mar.;Wi-Fi muito fraco, só funcionava no banheiro!;;;;;;;;;;
Estacionamento R$25/dia para ficar na calçada.;;;;;;;;;;;;;
Hotel em reforma continua;" nunca acaba.""";5;;;;;;;;;;;
26 de março de 2023;Hotel decadente. Longe de ser um 5 estrelas.;Apenas da localização.;Das instalações.;2;;;;;;;;;
26 de março de 2023;Aceitável;Café da manhã estava bom, poderia ter mais opções de frutas.;Acomodação antiga, tinha cheiro de mofo, e tbm goteiras pelo hotel.;5;;;;;;;;;
23 de março de 2023;Excepcional;Localização confortável e limpo;;10;;;;;;;;;
20 de março de 2023;Satisfatório;Em frente à praia, com ambiente de piscina, bar e restaurante muito bons. ;;;;;;;;;;;
"Os staffs são bastante gentis e atenciosos.""";Hotel está em reforma, a maioria dos quartos disponíveis estão em estruturas antigas, então tanto o quarto como o hall do andar pareciam abandonados.;;;;;;;;;;;;
Em alguns momentos;" manter-se conectado ao WI-FI também foi um grande desafio.""";6;;;;;;;;;;;
19 de março de 2023;Excepcional;Os quartos eram bem decorados e o café da manhã era muito gostoso. A localização, em frente a praia, é ótima.;O banheiro precisa urgentemente de uma modernizada. Tem até bidê! Não condiz muito com o resto da decoração do quarto.;10;;;;;;;;;
17 de março de 2023;Hotel precisando de uma reforma urgente, muito velho!!;Tamanho do quarto, muito bom.;Quarto muito velho, banheiro pior ainda!!;;;;;;;;;;
Água que sai do chuveiro e da torneira da pia sair com um cor marrom; deve ser oxidação dos tubos;" banheiro da década de 90.""";4;;;;;;;;;;
15 de março de 2023;Satisfatório;CAFE DA MANHÃ;INSTALAÇÃO DO ARCONDICIONADO;6;;;;;;;;;
15 de março de 2023;Os dias de descanso poderiam ter sido mais agradáveis se as instalações fossem mais confortáveis.;Bom café da manhã e excelente localização.;Corredor e quarto com cheiro de mofo no 8º andar e solicitei outro quarto. O colchão inadequado provocou dores lombares. Móveis envelhecidos e escuros tornaram o ambiente desagradável.;6;;;;;;;;;
14 de março de 2023;Já quero voltar;Excelente. Muito variado.;Nada;10;;;;;;;;;
14 de março de 2023;Hotel com boa localização mas com acomodação fraca;A localização é boa, de frente para o mar. O café da manhã é farto e com boas opções. A vista do café da manhã é linda do mar. O bar da piscina tem boas opções, ótima vista do mar e ótimo atendimento.;Chegamos no quarto e a primeira coisa que nos chamou atenção foi o cheiro de mofo muito forte. Impossível ficar com as janelas fechadas.;;;;;;;;;;
Os móveis em mal estado; as cortinas com mofo; as cadeiras da mesa sujas de poeira; faltava uma mesa de cabeceira; só tinha um travesseiro para cada um e um lençol. Nada extra. Um absurdo pelo valor de R$ 400;"00 (e poucos) a diária.""";5;;;;;;;
13 de março de 2023;Excepcional;Café da manhã e localização;Nada;10;;;;;;;;;
13 de março de 2023;bom;Esperava mais variedade de sucos e frutas.;A chave do quarto não funcionou, não consegui abrir.;6;;;;;;;;;
12 de março de 2023;Bom .;Localizaçao , cafe da manha , atendimento;Falta garagem , refeicoes .;10;;;;;;;;;
12 de março de 2023;Excepcional;Atendimento , instalaçoes, quarto amplo ., cafe da manha.;Comida restaurante , falta de garagem .;10;;;;;;;;;
12 de março de 2023;Fantástica.;limpeza e organização.;Sem reclamações;10;;;;;;;;;
8 de março de 2023;incrível;confortável;gostei de tudo;10;;;;;;;;;
7 de março de 2023;Excepcional;A vista para o mar;Ralo do chuveiro entupido demorando pra drenar a água.;10;;;;;;;;;
6 de março de 2023;Excepcional;tamanho ótimo;falta luz no quarto! somente um abajur com luz branca, não trazendo conforto nem clareando o ambiente! ;;;;;;;;;;
"falta espelho de corpo inteiro!""";10;;;;;;;;;;;;
4 de março de 2023;bipolar;no momento em que troquei de quarto, foi maravilhoso, fiquem atentos aos apartamentos reformados, sao ótimos.;não gostei da forma que o hotel é anunciado no app, a maior enganação que já vi, chegando no quarto me deparei com mofos nas cadeiras, móveis estragados, espelhos imundos e com ferrugem pela velhice, cheiro de mofo, solicitei a troca de quarto, pois a minha reserva era de apartamento LUXO vista mar, fui surpreendido por um quarto pelo menos limpo, porém com aspecto totalmente velho e pra completar o ar condicionado não funcionou. só me restou pagar a mais e me colocarem no andar onde os quartos estão reformados, que valem super a pena. achei muito desrespeitoso com o cliente, achei o anúncio mentiroso com as fotos editadas. não indico mesmo;5;;;;;;;;;
2 de março de 2023;Decepcionante;Localização e simpatia dos funcionários da recepção.;"Instalação antiga, o quarto que fiquei era um show de horror: teto com inúmeras manchas de vazamento, a água ficava empoçada no box banheiro, usamos o chuveiro à noite e na manhã seguinte o box ainda estava cheio de água, sem exagero! faltava uma mesa de cabeceira no quarto, de um lado da cama de casal, tv muito afastada da cama e pra piorar, tinha uma ""coluna"" em frente à TV, bem no meio do quarto! Horrível!";;;;;;;;;;
Café da manhã bem mais ou menos;" em se tratando de um Grand Mercure.""";6;;;;;;;;;;;
2 de março de 2023;No lo recomiendo. Pésima atención, hay mejores hoteles al mismo precio, como ser el Atlante Plaza;La ubicacion era buena. El desayuno también. La habitación tenía linda vista.;Pésima atención, nos ROBARON cuando se llevaron el equipaje para aguardar el check in que NO ESTUVO LISTO para las 14.00hs. Nunca se comunicaron para darnos una respuesta ni solución a lo que nos sacaron del equipaje, que era una botella de bebida importada que se compró en el freeshop. El hotel está en remodelación, había olor a pintura. Una sola señora para realizar toda la limpieza del hotel, un día eran las 15hs y todavía no estaba hecha la habitación. Los colchones viejos, se hunden. No colocan todas las sábanas, solo la funda con elástico, y después el cobertor.;4;;;;;;;;;
27 de fevereiro de 2023;ótimo custo benefício;muito espaço no quarto, ótimas camas de casal.;problema de entupimento no banheiro (ralo chão);10;;;;;;;;;
27 de fevereiro de 2023;Superou as expectativas;Café da manhã excelente, eles faziam omeletes e tapiocas na hora.;;;;;;;;;;;
Localização perfeita; hotel beira mar.;;;;;;;;;;;;
"Quartos e banheiros grandes de confortáveis.""";;10;;;;;;;;;;;
26 de fevereiro de 2023;não recomendo. sujo e em péssimas condições.;a localização é boa;o hotel está em péssimas condições. quartos mofados e sujos. cortinas imundas. travesseiros mofados. banheiro nojento com cheiro de esgoto e pentelhos por todos os lados.;4;;;;;;;;;
26 de fevereiro de 2023;Aceitável;O quarto era recém reformado, bem espaçoso. A vista para o mar é muito bonita e o café da manhã era bom, com muitas opções e a tapioca era maravilhosa.;Ar condicionado barulhento, quase não funcionava direito, causou um vazamento enorme no quarto e tivemos que pedir manutenção 3 vezes (pois não nos atenderam nas duas outras vezes que pedimos). O box do chuveiro entupia com muita facilidade, alagando o banheiro, muito desagradável. Recepcionistas pouco atenciosos e também encontramos um item do hóspede anterior no nosso quarto, parece que a limpeza deixou a desejar. Pelo preço cobrado pelo hotel e pelo padrão de serviço da rede, ficamos decepcionados, com certeza não valeu a pena.;5;;;;;;;;;
24 de fevereiro de 2023;Bom demais;A vista e a localização são Excelentes! Bem em frente à praia. Além disso o café da manhã é excepcional, bastante variedade de comida, frutas, pães, bolos e tapioca e omelete feitos na hora.;;;;;;;;;;;
"Atendimento excelente de todos os funcionários.""";O ar condicionado era um pouco barulhento, creio que pelo fato de parte das instalações serem um pouco antigas, mas reparei que estão em reforma, acho que esse ponto também vai ser melhorado em breve.;10;;;;;;;;;;;
23 de fevereiro de 2023;Conforto, praticidade e cuidado. Adorei, equipe Mercure Boa Viagem!;Limpeza e serviço de quarto, tudo muito bom! Equipe de atendimento, desde momento do check jn prestativa e atenciosa. Amei muito a espero!;Sem apontamentos.;10;;;;;;;;;
23 de fevereiro de 2023;maravilhoso;café da manhã completo, tapioca e omeletes feitos na hora, tudo maravilhoso.;;;;;;;;;;;
quartos grandes e confortáveis.;;;;;;;;;;;;;
staff muito educado e prontos para auxiliar.;;;;;;;;;;;;;
"hotel de frente para praia.""";;10;;;;;;;;;;;
23 de fevereiro de 2023;Não gostei das instalações atuais. Espero que a reforma no prédio resolva todos os problemas.;Café da manhã;O hotel está em reforma. Assim, espero no futuro uma acomodação bem melhor. O quarto oferecido está em péssimo estado de conservação. Em nada atendeu as nossas expectativas. Não utilizem o frigobar e as guloseimas (chocolates, etc...) pois são absurdamente caros, um verdadeiro atentado. Nem os preços são colocados. Melhor comprar na padaria próxima. Em virtude da situação atual do hotel, pelo que é oferecido, o valor da diária (custo-benefício) acaba sendo extremamente alto. Serviço de estacionamento de veículos não é bom. Enfim, espero que a reforma resolva tudo.;3;;;;;;;;;
23 de fevereiro de 2023;Satisfatório;O quarto atendem bem: limpeza, cama confortável, bem espaçoso.;O café da manhã e o restaurante ficaram bem abaixo da expectativa em termos de qualidade e sabor. O banheiro ruim, apertado, mal iluminado e necessitando de uma modernização.;6;;;;;;;;;
23 de fevereiro de 2023;Excepcional;Tudo é muito bom. Localização com vista mar, acomodações, funcionários. Muito organizado.;Poucas tomadas no quarto. Poderia ter mais.;10;;;;;;;;;
22 de fevereiro de 2023;Ruim;;Quarto muito antigo, cama ruim, ar condicionado sem controle, banheiro sem box, não havia lixeira no quarto;3;;;;;;;;;
22 de fevereiro de 2023;Custo benefício não condiz. Ar condicionado não funciona;O café da manhã super gostoso, várias opções , tapiocas feitas na hora muito saborosas;;;;;;;;;;;
"Bolo de rolo típico de Pernambuco serviço no buffet tb""";As acomodações no quarto são antigas, o ar condicionado não funciona direito ;;;;;;;;;;;;
A cidade é quente e vc não consegue mudar a temperatura no quarto. Isso não gostei ;;;;;;;;;;;;;
Custo benefício não condiz com as instalações ;;;;;;;;;;;;;
"Talvez os quartos reformados já tenham ar condicionado mais moderno.""";6;;;;;;;;;;;;
22 de fevereiro de 2023;Evite esse hotel Grand Mecure Boa Viagem !!;a cama eta boa !!;Qto sem ar cond , qdo fiz a 3 reclamação , arrumar o Ar , mais ficou um barulho em funcionamento , que não dava para dormir !! Limpeza no banheiro horrível , barra de segurança solta , vaso sanitário imundo e a agua da lavatório imunda!!;6;;;;;;;;;
21 de fevereiro de 2023;Excepcional;Café da manhã completíssimo é muito gostoso!;;10;;;;;;;;;
19 de fevereiro de 2023;Indico a todos, excelente hotel.;Hospedagem de excelentíssimo padrão, recomendo a todos.;;10;;;;;;;;;
19 de fevereiro de 2023;Perfeito.;Não tem como detalhar uma coisa sendo que tudo estava perfeito.;Do pouco tempo que fiquei.;10;;;;;;;;;
18 de fevereiro de 2023;Excepcional;quarto grande e confortável, café da manhã maravilhoso, hotel de frente para praia.;;10;;;;;;;;;
17 de fevereiro de 2023;Poderia ser melhor!;Cordialidade dos colaboradores da recepção, dos mensageiros e também do restaurante.;;;;;;;;;;;
