data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
30 de janeiro de 2024;Aceitável;;Não tem frigobar, são mini adegas;5;;;;
28 de janeiro de 2024;Bom;Hotel com acomadação muito boa, funcionários muito atenciosos.;O café da manhã pelo valor cobrado deixou muito a desejar: pão duro, café fraco e frio, tapioca que não segue a tradição local...;7;;;;
28 de janeiro de 2024;Bom custo/benefício pra família.;Um hotel honesto no que propõe. Estrutura básica mas bem confortável! Ficamos em um quarto pra família, amplo, confortável e tudo muito limpo. As toalhas mais ao as melhores, mas as camas são ótimas. Equipe muito bem treinada. Café da manhã bom e um ótimo restaurante Pilo no lobby. Tomei um belo Negroni lá! Ótimo custo-benefício.;Não tem área de lazer.;7;;;;
27 de janeiro de 2024;Poderia ser bem melhor.;O café da manhã é muito bom. A localização perto do aeroporto atende bem. A cama é boa.;É estranho para quem chega pela primeira vez, vc identifica facilmente que ali tem um restaurante, mas não há nenhuma indicação de que ali é tb a entrada do hotel (passa a impressão de que a atividade principal é o restaurante e a hotelaria é só um bico). A parte externa da entrada não conta com rampa de acesso, só escadas, o que é um grande obstáculo para quem chega com malas grandes. O chuveiro é ruim e não tem amenidades. A recepção parece um local meio improvisado no corredor. Frigobar vazio, tem que pegar na recepção.;7;;;;
22 de janeiro de 2024;Desastre total: barulho a noite inteira, não fizeram reembolso que tenho direito e desrespeito;Dessa vez, infelizmente nada;Era cliente do hotel mas infelizmente não volto mais. Não consegui dormir 1 minuto sequer, fizeram um barulho imenso a noite todinha (acredito que era do final da reforma). Reclamei e nenhuma solução. Não tomei o café da manhã pois só consegui dormir próximo ao horário do meu voo (quando finalmente acabaram o barulho), pedi o reembolso do café e me garantiram que fizeram, o que não aconteceu. Cobrei algumas vezes e me enrolaram no chat do booking mais de uma vez. Total desrespeito!;1;;;;
17 de janeiro de 2024;Satisfatório;A localização do hotel é boa e os empregados são educados e solícitos.;O café da manhã é cobrado a parte não vale o valor cobrado por pessoa. Pelo valor da diária é possível se hospedar em um hotel melhor e com café da manhã incluso.;6;;;;
16 de janeiro de 2024;Razoável;Restaurante;Dalta papel higiênico ;;;;;
Dalta copos quarto ;;;;;;;;
"Entre outros""";6;;;;;;;
16 de janeiro de 2024;Aceitável;A localização é boa o café da manhã é bom o quarto é pequeno para uns 2 dias estar bom , para mais tempo não recomendo;Eu não me hospedaria novamente por causa do chuveiro 🚿....a água não esquenta e gosto de banho bem quente não importa s estação do ano ..., acho que eles devem ter teto solar ..;5;;;;
13 de dezembro de 2023;Bom;Cama confortável;Muito barulho;7;;;;
8 de dezembro de 2023;A contento com preço justo é ótima localização;Limpeza;Inaceitável um hotel não disponibilizar um simples copo para o hóspede tomar uma cerveja;7;;;;
3 de dezembro de 2023;Bom hotel;E um bom hotel. Funcionários bem atenciosos.;Permissão de quartos vizinhos fazerem festas e muito barulho. Ficou insuportável durante a noite.;3;;;;
24 de novembro de 2023;Bom custo benefício. Boa localização.;Da gentileza do recepcionista que nos recebeu com um kit de boas vindas, com 2 águas e 2 bolos de rolo. ;;;;;;
"O chuveiro e a cama são excelentes. Roupa de cama também é boa.""";O café é servido no quarto e a camareira que chegou às 7 horas no apartamento vizinho gritou tão alto que pensamos que era nosso café, que estava agendado somente para as 9 horas. Assim, dormimos 2 horas a menos.;6;;;;;;
23 de novembro de 2023;Não vale a pena.;Equipe muito boa, apartamento grande, camas e roupas confortáveis.;Tinha estado uma semana antes em Recife, em outro hotel, muito melhor pelo mesmo valor de diária, o que me deixou a certeza de estar com o custo-benefício negativo. Café da manhã servido no quarto e fraquíssimo. Na véspera se escolhia as opções do que comer e, por exemplo, e escolhi um queijo e chegou apenas meia fatia. Tudo descartável, até os copos.;6;;;;
19 de novembro de 2023;BOM CUSTO BENEFÍCIO;Do conforto do quarto. Tudo bem novinho. As instalações, de uma forma geral, são boas.;Do café da manhã ser servido no quarto. É muito melhor o sistema buffet.;7;;;;
17 de novembro de 2023;Aprovada;Foi quase tudo muito bom.;Não por culpa do recepcionista, que era muito gentil. Mas um casal que chegou antes de mim demorou demais no checkin, fazendo confusão por causa da reserva do café da manhã, e isso atrasou demais o meu checkin.;7;;;;
1º de novembro de 2023;Péssimo cuidado com os clientes;Eu achei um absurdo eles esqueceram de levar meu café da manhã no quarto, pedir o café da manhã às 08:30am e sair do hotel as 10:30am e o café da manhã nunca chegou, isso que eu fui até a recepção pessoalmente ordenar o café da Manha.;Eu achei um absurdo eles esqueceram de levar meu café da manhã no quarto, pedir o café da manhã às 08:30am e sair do hotel as 10:30am e o café da manhã nunca chegou, isso que eu fui até a recepção pessoalmente ordenar o café da Manha.;1;;;;
23 de outubro de 2023;Custo benefício ruim. Preferia ter pago mais num local melhor.;Facilidade de checkin e checkout. Atendimento da recepção foi solícito. A limpeza achei muito boa, sem problemas quanto a isso. Localização boa, próximo à praia (duas ruas antes).;A cama era muito desconfortável, ao dormir dava pra escutar o barulho das molas toda vez que a pessoa se mexia. A gente afundava na cama. Muito ruim mesmo. Eh tanto que antecipamos nosso retorno porque a gente dormiu muito mal. O café da manhã no quarto também eh mto desconfortável, visto que recebemos duas bandejas e comemos na cama. Tinha mesas e apenas uma cadeira. Além disso, ligamos informando o horário do café, mas atrasou meia hora além do agendado (que já era 10h da manhã). Pra gente não valeu a pena a estadia. Já ficamos no Luzeiros recentemente e achamos muito superior por um valor a mais não grande. Esquema de frigobar também achamos chato, pois vc precisa pegar na recepção o que precisa. Achamos muito incômodo.;6;;;;
18 de outubro de 2023;Vale a experiência para conexões longas;Boa localização, atendimento cordial.;Café da manhã muito fraco! Apesar de ser entregue no quarto com horário marcado, sem variedades ruim nutricionalmente.;7;;;;
18 de outubro de 2023;Próximo do aeroporto, boa opção para pernoite em Recife;Próximo do aeroporto e da prais;;7;;;;
16 de outubro de 2023;Não me agradou, não voltaria;A equipe é extremamente simpática e agradável!;;;;;;
Local do hotel é silencioso.;;;;;;;;
"Localização.""";Apesar da proposta do hotel, de ser mais simples, achei que as instalações do hotel e a limpeza não me agradaram. As paredes tem sinais de infiltrações e o quarto tem um pouco de cheiro de mofo. Quando cheguei a cortina estava extremamente suja, manchada e a toalha estava com cabelo, no fim acabei usando as que levei. Felizmente não fiquei muito tempo no hotel, só voltava pra dormir. Agradeço a ótima recepção da equipe, mas não voltaria.;6;;;;;;
16 de outubro de 2023;Satisfatório;Ótima localização, check in e check out rápidos. Funcionários atenciosos. Cama boa.;Péssima limpeza. Quarto estava com muita poeira e tinha um saco cheio de lixo em cima da cadeira do quarto. Toalhas de péssima qualidade, tão finas que parecem um lençol!!;6;;;;
13 de outubro de 2023;Ok;Atendimento;Reforma e andares baixos;7;;;;
11 de outubro de 2023;Satisfatório;Do quarto.;Café da manhã.;6;;;;
10 de outubro de 2023;Simples e funcional;Bom custo benefício, boa localização, cama confortável, chuveiro bom;Café da manhã simples no quarto, embora possa ser um benefício um café da manhã no quarto nao há possibilidade de escolha dos itens, itens que sobraram e outros itens que gostaria de um pouco mais faltaram não havia possibilidade de repetição. Acabou sendo um desperdício de comida;7;;;;
7 de outubro de 2023;Estranho, mas ok pra uma noite;Localização;Me hospedei no térreo e tinha muito barulho.;;;;;
O hotel entra pela garagem.;;;;;;;;
"Lembra um motel.""";5;;;;;;;
5 de outubro de 2023;Bom;Localização boa, limpeza;Café da manhã;7;;;;
3 de outubro de 2023;Muito ruim;Quase nada!;O aparelho sanitário estava entupido. O café da manhã muito ruim (pão duro, ovo gelado, parece que foi feito um dia antes). No geral os alimentos não estavam frescos.;2;;;;
30 de setembro de 2023;Bom;Café da manhã. Eu queria uma fruta cítrica, liguei na recepção e prontamente me trouxeram tangerina importada, super doce!;O quarto que eu fiquei estava com muito cheiro de mofo. O travesseiro também estava com cheiro abafado. Mas o quarto da minha irmã não estava.;7;;;;
26 de setembro de 2023;Tranquila;Localização;Atendente;7;;;;
26 de setembro de 2023;Bom;Da qualidade do quarto, banho ótimo, limpeza, iluminação e ventilação.;Hotel em reforma, sem que fosse comunicado quando da reserva, café sofrível (tanto que dispensei), acesso pelo subsolo, sendo que não tinha carro.;7;;;;
25 de setembro de 2023;Insatisfeito com as situações negativas que ocorrerem;De um modo geral apresenta um bom custo benefício se não fosse os pontos negativos, pois me decepcionei ao chegar e descobrir que o hotel esta em reforma, a entrada da recepção estava fechada, a entrada alternativa era pela garagem com um rampa de alta inclinação, barulho de reforma durante todo o dia que me impediu de descansar e uma sensação de insegurança, pois teve vezes da entrada estar completamente aberta e sem nenhuma segurança, sujeira de obra por todo lado, isso proporcional muitos incômodos e uma má impressão sobre o hotel. Não fui avisado da situação da reforma antecipadamente, ficando sem a opção de escolha quanto ao permanecer com a reserva. ;;;;;;
Outros pontos que negativos foram toalhas manchadas e uma péssima acústica.;;;;;;;;
;;;;;;;;
De um modo geral;" fiquei insatisfeito com a experiência.""";De um modo geral apresenta um bom custo benefício se não fosse os pontos negativos, pois me decepcionei ao chegar e descobrir que o hotel esta em reforma, a entrada da recepção estava fechada, a entrada alternativa era pela garagem com um rampa de alta inclinação, barulho de reforma durante todo o dia que me impediu de descansar e uma sensação de insegurança, pois teve vezes da entrada estar completamente aberta e sem nenhuma segurança, sujeira de obra por todo lado, isso proporcional muitos incômodos e uma má impressão sobre o hotel. Não fui avisado da situação da reforma antecipadamente, ficando sem a opção de escolha quanto ao permanecer com a reserva. ;;;;;;
Outros pontos que negativos foram toalhas manchadas e uma péssima acústica.;;;;;;;;
;;;;;;;;
De um modo geral;" fiquei insatisfeito com a experiência.""";6;;;;;;
24 de setembro de 2023;Bom;Localização, banheiro limpo, funcionários bastante prestativos;Café da manhã, travesseiro com cheiro de morfo;7;;;;
24 de setembro de 2023;Frustante.;Funcionários receptivos.;Higiene deixa a desejar;;;;;
Havia barata no quarto;;;;;;;;
Quarto muito pequeno;;;;;;;;
Hotel em obra; sem aviso no momento da reserva;;;;;;;
22 de setembro de 2023;Não volto lá.;proximidade da praia;esqueci o meu cartão de crédito embaixo do telefone do quarto. Recebí uma mensagem de que a camareira havia achado. Voltei ao hotel 2 dias depois e o atendente Tiago, localizado na recepçãp no dia 28/8, me fez esperar por pouco mais de 1/2 hora, com umas 8 pessoas esperando pra serem atendidas, e terminou não me devolvendo o cartão. Desistí de esperar.;;;;;
O meu táxi estava esperando na entrada. ;;;;;;;;
Ainda merece registro o fato de o hotel não ter um espaço pro café da manhã. Servem nos quartos;" uma bandeja padronizada para todos os hóspedes. Nunca ví isso em lugar nenhum do mundo.""";2;;;;;;
22 de setembro de 2023;Bom custo benefício e excelente localização. Ficaria novamente para uma curta estadia.;Em geral, tudo em ordem. Apto limpo, cama confortável, silencioso.;O hotel está em obras no térreo, café da manhã no quarto. Creio que após o término as instalações do local de café ficarão apropriadas.;7;;;;
20 de setembro de 2023;Bom;;Café da manhã não foi bom;7;;;;
20 de setembro de 2023;Deixou a desejar;Ótima localização, agilidade e presteza no atendimento da recepção e espaço do quarto.;Limpeza do quarto (não houve), sinal de tv precário, conveniências do banheiro limitadas (sem toalha de rosto, produtos de higiene restrito a sabonete e condicionador) e armário minúsculo. Por ser um quarto premium deixou muito a desejar.;7;;;;
18 de setembro de 2023;Atende a necessidade de acomodação;Localização muito boa.;Café da manhã servido no quarto com hora marcada.;7;;;;
17 de setembro de 2023;Razoável;O café da manhã é muito bom porém é pago a parte,pelo preço da diária deveria estar incluso;Tinha apenas uma coberta de solteiro no quarto ,tive q solicitar uma de casal .;;;;;
"O café da manhã não está incluso no valor da diária .""";7;;;;;;;
17 de setembro de 2023;Não vale o custo;Acomodação ok;Custo benefício. Muito caro pelo que oferece. Café da manhã muito fraco;5;;;;
