data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
11 de março de 2024;Aceitável;Somente da localização.;As fotos enganam muito! Nao colocam as fotos dos banheiros, pois eh uma vergonha. O box eh muito pequeno e escuro! Foi bem difícil de dar banho na minha filha no espaço tão pequeno. ;;;;;
Fora que a vista do quarto dava direto para outro prédio ao lado; não dava para ver o mar. Quartos e banheiros sujos. ;;;;;;;
Café da manhã estava bom; mas o ambiente eh muito pequeno e quente. Os garçons não davam conta de limpar as mesas; e amar condicionado não dava conta;" e olha que o ambiente eh pequeno. Péssimo! Não voltaria nesse hotel!""";5;;;;
11 de março de 2024;Boa localização;Localização;Os lençóis estavam manchados, acústica ruim, a janela do banheiro estava quebrada e não fechava com isso o barulho ficava mais alto, umas das camas é sofá cama e era muito ruim. ficamos no quarto 301, fizemos upgrade de quarto quando chegamos no hotel.;6;;;;
9 de março de 2024;Excepcional;;A Tv não pegava os aplicativos e o quarto modelo antigo.;10;;;;
9 de março de 2024;Não recomendo pois na mesma localização há outros hotéis que foram elogiados por locais.;Teve dois funcionários que foram bem solícitos em vista de alguns que não se mexiam pra ajudar, quando houve necessidade devido aos problemas nas instalações.;Os quartos com cheiro de mofo;;;;;
4 de março de 2024;Podia ser melhor pelo custo os funcionários mais treino;Localization os funcionários bons mas precisa mais treinos;Sem blecaute e condicionador fraco o café da manhã tapioca queimada e demora até em hambúrguer;5;;;;
28 de fevereiro de 2024;Satisfatório;Localização boa.;Cama casal pequena , chuveiro muito próximo a parede,;6;;;;
28 de fevereiro de 2024;Precisa melhorar as camas e cobertores.;Limpeza.;O tamanho da cama de Casal, se for um casal grade, não dá não !;6;;;;
25 de fevereiro de 2024;Ótimo hotel!;Ótimo hotel!;;10;;;;
23 de fevereiro de 2024;decepção;;o hotel está totalmente insalubre;3;;;;
23 de fevereiro de 2024;Ótima estadia;Gostei bastante da minha estadia no Hotel Euro Suit. O atendimento é maravilhoso, o hotel, a localização, o café da manhã... Só elogios!;;10;;;;
19 de fevereiro de 2024;Hotel maravilhoso;Tudo maravilhoso, ficamos no quarta de frente para o mar, tem uma vista sensacional. Os funcionários são muito simpáticos e extremamente atenciosos.;Ter que ir embora...🤣;10;;;;
18 de fevereiro de 2024;Excepcional;Localização, limpeza e atendimento muito bom;;10;;;;
17 de fevereiro de 2024;Perfeita;Da localização, limpeza, café da manhã e atenção dos funcionários.;Nada. Só a Internet poderia ser melhorada. Fica caindo, principalmente a noite.;10;;;;
15 de fevereiro de 2024;Decepcionante;A localização é boa em relação à praia de Boa Viagem. Fácil locomoção para shopping recife (20 min a pé), aeroporto a poucos minutos (de carro) e outras partes da cidade. O centro é distante.;;;;;;
"Serve como lugar para dormir.""";O hotel já dá sinais de exaustão onde os equipamentos são antigos e demonstrando conservação precária. Os acabamentos são ruins e o ar condicionado vazou na primeira unidade que nos ofereceram (como upgrade) e o vaso sanitário não funcionava. ;;;;;;;
Uma aparência típica dos anos 70 já muito desgastada e explorada.;;;;;;;;
Foi um pouco frustrante porque a diária é muito cara no carnaval e o custo benefício é desfavorável.;;;;;;;;
"O atendimento realmente é bem reativo e apenas alguns funcionários da limpeza e café da manhã demonstram algum interesse em atender.""";6;;;;;;;
14 de fevereiro de 2024;Hotel excelente, bem localizado e ótima equipe de funcionários.;Atendimento excepcional, equipe atenciosa e eficiente. Tive um acidente e precisei de auxilio, fui prontamente atendida e o problema resolvido com muita presteza e agilidade por todos os funcionários.;;10;;;;
10 de fevereiro de 2024;Excepcional;Gostamos muito da suite 1101... suíte enorme de frente para mar... Café da manhã excelente... Atendimento excepcional... Muito bom mesmo, recomendo;Nada a declarar...;10;;;;
5 de fevereiro de 2024;Ruim;Café da manhã;Quarto entupido, sujo, encontrei muito cabelo cumprido no chão, banheiro entupido e ralos, mais de 1 dias pra fazerem uma mudança de quarto aonde não pude usar o banheiro, ar condicionado lavei o filtro, pois não saia ar dele de tão sujo q estava...;3;;;;
4 de fevereiro de 2024;Ficamos encantados com o lugar!;Excelente café da manhã, suco de laranja e tapioca feitos na hora, equipe super atenciosa e uma grande variedade de opções, com frutas, pães e bolos muito gostosos.;As cortinas das janelas apresentam dificuldades para abrir, talvez um modelo diferente, como persiana rolo poderia facilitar. Um outo item que sinto falta, nos hotéis em geral, é um cabideiro de chão, pois sempre temos um casaco, uma bolsa, um chapéu para pendurar.;10;;;;
3 de fevereiro de 2024;Estadia com vista privilegiada em Boa Viajem.;Como sempre atendimento excelente, funcionários maravilhosos, café delicioso e variado. Localização excepcional na frente do mar.;Não gostei muito da iluminação da minha suíte dessa vez. Achei o quarto um pouco escuro e a central não estava gelando muito. Mas nada que tirasse a qualidade do hotel. Já me hospedei 3x e quero me hospedar novamente na próxima viajem pra Recife.;10;;;;
2 de fevereiro de 2024;Excelente lugar;Do ambiente,muito bom mesmo.;Nada a reclamar,estava perfeito;10;;;;
1º de fevereiro de 2024;Ótimo custo benefício;Sossego e localização;Cortinas ultrapassaras;10;;;;
31 de janeiro de 2024;Razoável!;Localização foi a melhor possível.;A cama péssima!!!! Desconfortável! Saímos mais cansados do q qndo chegamos.;4;;;;
31 de janeiro de 2024;Localização boa para o aeroporto;Café da manhã, localização, carregador de malas e manobrista.;Quarto, garagem e recepção.;6;;;;
31 de janeiro de 2024;Bom para uma noite!;Café da manhã e localização;Recepção, garagem e quarto;6;;;;
28 de janeiro de 2024;Nota 10;Minhas estadia no Euro Suíte foi perfeita, os funcionários maravilhosos, limpeza, custo benefício perfeito, excelente localização super indico.;;10;;;;
27 de janeiro de 2024;Satisfatório;Localização e funcionários;Chuveiro com pontos de ferrugem;;;;;
Local para banho extremamente pequeno.;;;;;;;;
Café da manhã sem muita variedade nos dias da semana.;;;;;;;;
Desorganização nos alimentos no café da manhã. Às 9h; muitos itens faltando ;;;;;;;
"Valor elevado da diária em relação ao que é oferecido.""";6;;;;;;;
26 de janeiro de 2024;Excepcional;Adorei o café da manhã, uma delícia, quarto bem limpinho e muito aconchegante 🩷;;10;;;;
23 de janeiro de 2024;Maravilhoso, perfeito;Excelente localização, equipe educada, café da manhã ótimo, as acomodações confortável;Gostei de tudo;10;;;;
23 de janeiro de 2024;Melhor localização de boa viajem!;Hotel otimo,;Gostei de tudo;10;;;;
21 de janeiro de 2024;Excelente custo benefício;Localização e organização.;;10;;;;
19 de janeiro de 2024;Hospedagem em Boa Viagem.;Tudo perfeito. Funcionários atenciosos, café da manhã super variado e delicioso, serviço de toalhas , limpeza e higiene, simplesmente um hotel perfeito em tudo. Nota 1000.;Tudo foi do meu agrado. Tudo perfeito.;10;;;;
17 de janeiro de 2024;Não voltarei;A localização é boa, a equipe é muito atenciosa, e a limpeza foi muito boa;As toalhas e os lençóis são muito velhos e encardidos e a comida do restaurante é abaixo do razoável;5;;;;
13 de janeiro de 2024;Satisfatório;boa localização e bom custo benefício;quartos apertados, wifi nao pegava em todos os quartos, instalações antigas;6;;;;
13 de janeiro de 2024;Muito ruim;;Fiz uma reserva antecipadamente e chegamos a noite por volta das 19h, a acomodação ainda “nao estava pronta”, tivemos que esperar. Quarto muito ruim, estrutura antiga, ar condicionado passou a noite toda vazando, molhou todo o chão, encharcou a apostila do meu curso inteira (perdi ela), no dia seguinte acionamos a recepção, que enviaram um técnico que mexeu no aparelho por 5minutos e colocou um balde embaixo, “pq não tinha como resolver”, café da manhã deu diarreia em mim e na pessoa que estava comigo.;2;;;;
12 de janeiro de 2024;Extremamente confortável;Ótimo custo benecífico e localização.;;10;;;;
11 de janeiro de 2024;Satisfeito !;Gostei da atenção dos funcionários, do quarto confortável, café da manhã e limpeza !!;;10;;;;
10 de janeiro de 2024;Tudo perfeito;Sempre me hospedo neste hotel quando estou a passeio.;;;;;;
sempre fui muito bem atendida;" os funcionários são prestativos e cordiais.""";;10;;;;;
9 de janeiro de 2024;Aceitável;Quarto.;Antipatia do funcionário no check in.;;;;;
Antipático ao extremo.;;;;;;;;
Reserva feita há muitos dias antes e parecia que tínhamos chegado de surpresa; sem nenhuma empatia e metido demais ;;;;;;;
"Um completo imbecil""";5;;;;;;;
9 de janeiro de 2024;Aceitável;;Quartos muito pequeno, sanitário ruim, mais é bem localizado;5;;;;
6 de janeiro de 2024;Não voltaria;Localização;Toda a estrutura do quarto é contrária ao mostrado nas fotos. Aluguei a opção deluxe com vista para a praia, e na verdade a vista é bem pequena de uma janela lateral;5;;;;
5 de janeiro de 2024;Excepcional;Localização, conforto e café da manhã. Vale super a pena;;10;;;;
5 de janeiro de 2024;Satisfatório;Nada tudo caro estacionamento tem que pagar 25 reais;Piscina pequena atendimento dos funcionários não e legal estacionamento pra fazer checkin muito ruim sem vaga pra estacionar só cabe um veículo refeições caras no preco;6;;;;
4 de janeiro de 2024;Não recomendo.;Localização;Tratamento dos funcionários da recepção. Parece que estão trabalhando sem receber 1 real pelo mal humor contagiante e grosserias;1;;;;
3 de janeiro de 2024;Acomodação e limpeza muito bom, mais o café da manhã não muito bom, poucas opções.;Quarto confortável e limpo;Café da manhã;10;;;;
3 de janeiro de 2024;Muito boa;O café da amanhã é maravilhoso e a localização perfeita;A piscina é perigosa pra quem não sabe nadar e principalmente pra crianças, de resto tudo perfeito;10;;;;
1º de janeiro de 2024;Excepcional;Ótima Localização, Tudo estava excelente.;;10;;;;
28 de dezembro de 2023;Excepcional;Café da manhã muito bom.;Que não podia utilizar som, e nem descer com bebida pra piscina. Até pq não tinha garçons no bar da piscina.;10;;;;
26 de dezembro de 2023;Hotel nota 10;Tudo nota 10;Tudo perfeito;10;;;;
23 de dezembro de 2023;Estadia maravilhosa;Paisagem, muito lindo o lugar;A acomodação é ótimo, porém não pode entrar na água da praia por causa dos Tubarões. Então se estiver procurando praia. Não aconselho.;10;;;;
20 de dezembro de 2023;Uma experiência bem bacana;Além da localização, o que mais superou minhas expectativas foi o atendimento, profissionais extremamente atenciosos, prestativos e sempre dispostos a ajudar.;TV no quarto poderia ser mais moderna.;10;;;;
17 de dezembro de 2023;China e Heidi de férias;Gostei de tudo, o pessoal do café da manhã super atenciosos e a camareira nota mil, fiquei no sétimo andar que vista maravilhosa sem comentários;Não tem;10;;;;
15 de dezembro de 2023;Se arrependimento matasse!!!;Localização e atendimento dos funcionários.;"Relação custo x benefício. Hotel ""velho""...parece reformado, mas da dó o quarto...";5;;;;
15 de dezembro de 2023;Eu voltaria com a minha família!;A localização e o café da manhã.;Do pouco preparo no atendimento e acolhimento do pessoal da recepção no horário noturno. E a ausência de um gerente de noite, por ser feriado.;10;;;;
12 de dezembro de 2023;Hotel de primeira;Do atendimento;Nada a reclamar;10;;;;
11 de dezembro de 2023;Excepcional;Gostei de tudo o hotel é bom!;;10;;;;
11 de dezembro de 2023;Incrível, voltarei mais vezes;A vista para o mar linda demais, o tratamento dos funcionários com os hóspedes, a limpeza do local, achei excepcional;;10;;;;
9 de dezembro de 2023;Excepcional;tudo;nada;10;;;;
8 de dezembro de 2023;Decepcionante;;Café da manhã;4;;;;
7 de dezembro de 2023;Muito boa;Equipe de atendimento e recepção do hotel muito prestativos, inclusive o rapaz chamado Fábio está de parabéns pelo atendimento. Cama muito confortável, café da manhã espetacular, quarto e demais espaços muito limpo e organizado;Não acho que o estacionamento deveria ser pago, não gostei disso. Um prédio daquele porte deveria ter vaga disponível e já incluso no valor da locação;10;;;;
5 de dezembro de 2023;FRACA!!!;CAFÉ DA MANHÃ NÃO TINHA LEITE CONDENSADO PARA SERVIR COM TAPIOCA, MESMO ASSIM PEDI E NÃO TROUXERAM, ESQUECERAM, ME LEVANTEI E SAI.;PEDI UM COBERTO +/- 23HS NÃO LEVARAM ACABEI PEGANDO NO SONO.;;;;;
COMO SEMPRE RECIFE VENTA MUITO; JANELAS E CORTINAS BARULHENTAS E SUJAS DEVIDO AO VENTO.;;;;;;;
CHUVEIRO ELETRICO ANTIGO DIFICIL REGULAGEM;" BOX COM CORTINAS DE PLASTICO.""";5;;;;;;
4 de dezembro de 2023;Nota 10;O hotel é ótimo, fui muito bem atendido, os funcionários bem educados e atenciosos.;Hotel maravilhoso, quarto ótimo, café da manhã muito bom. ;;;;;
"Uma piscina que amei ❤️""";10;;;;;;;
2 de dezembro de 2023;Excepcional;Muito bom;Sem avaliação;10;;;;
2 de dezembro de 2023;Plenamente satisfeito.;Do que mais gostei foi o fato do restaurante servir refeição às 24 horas do dia, comida deliciosa a preços de restaurante tradicional (bem razoável) com a opção de consumir no apartamento, na área da piscina, sala de jogos ou em qualquer outro ambiente. A localização é outro diferencial, perto de tudo, perto do mercado, perto da padaria, perto do aeroporto,, perto do centro histórico, perto do mar e de frente para a praia de boa viagem, basta somente atravessar a avenida de mesmo nome. A minha experiência no Euro Suit foi a melhor possível, recomendo com certeza.;Senti falta de um copo de vidro no apartamento, copo de plástico descartável é muito ruim...;10;;;;
30 de novembro de 2023;Excelente desfrutar de um conforto!;tudo é maravilhoso e aconchegante, ideal para você está , dedicarmos um pouco os recursos para uma qualidade de vida melhor;;10;;;;
30 de novembro de 2023;Péssimo;;Tudo sujo, elevador lento , só tem um elevador pra mais de 100 quartos.leva mais de 15 minuto quando vai usar. Quartos com fiação exposta, ta só o bagaço o hotel.;1;;;;
