data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;;
8 de junho de 2024;Excelente!;Café da manhã maravilhoso. Equipe mto atenciosa. Localização ótima. Quarto bem amplo. Voltaria com certeza!;Serviço de passadoria que podia ser mais ágil. Não tem ferro para emprestar para pequenas emergências.;10;;;;;;;;
8 de junho de 2024;Vou lembrar sempre, pois foi o lugar que nos hospedamos para o nosso casamento.;A vista do quarto deslumbrante.;Gostei de tudo.;10;;;;;;;;
6 de junho de 2024;Muito Boa!;Gostei da localização, conforto, limpeza e o café da manhã.;Da Recepção da moça no balcão, falta um pouco mais de qualificação interpessoal para atender o público.;10;;;;;;;;
5 de junho de 2024;Precisa se atualizar/modernizar;Localização e vista (apesar de não informarem o prédio em construção como obstáculo);Banheiro antigo/azulejos encardidos/mal cheiro, falta de lugar para malas, sem cobertor mais grosso, valor alto para um hotel sem estrutura moderna, pouca opção de café da manhã e porções pequenas;6;;;;;;;;
4 de junho de 2024;Excepcional;De TD, localização, atendimento, café da manhã, quarto.;;10;;;;;;;;
3 de junho de 2024;Excelente.;Gostei de tudo.;Alguns barulhos ma lateral do prédio.;10;;;;;;;;
1º de junho de 2024;Quando voltar a Recife converteza irei me hospedar no Park hotel 😊😊;De tudo ;;;;;;;;;;
O quarto excepcional ;;;;;;;;;;;;
Gostei muita da cama 😃adoro uma cama espaçosa ;;;;;;;;;;;;
O café da manhã maravilhoso 😋;;;;;;;;;;;;
A limpeza maravilhosa ;;;;;;;;;;;;
Os funcionários atenciosos ;;;;;;;;;;;;
"Tudo nota 10""";Nada a reclamar;10;;;;;;;;;;
31 de maio de 2024;Excepcional;Localização.;;;;;;;;;;
"Em frente à feirinha de Boa Viagem.""";Estacionamento terceirizado e pago.;10;;;;;;;;;;
30 de maio de 2024;Excepcional;Ótimo lugar de se estar, tudo bem receptivo e acolhedor, em um bom lugar, foi ótimo, índico a qualquer um de ir sem medo e quero voltar logo para lá.;;10;;;;;;;;
27 de maio de 2024;Boa.;Localização, piscina, café da manhã!;Horário de funcionamento da piscina. Estacionamento pago.;10;;;;;;;;
27 de maio de 2024;Decepcionante no geral.;Área superior com piscina, funcionários da recepção atendimento, café da manhã e localização.;Checkin não foi flexível, não tem cobertor nos quartos, estrutura muito antiga do banheiro e quarto, limpeza ineficiente e serviço de quarto ruim. Ainda fui furtado, pegaram meu AirPod nas instalações do Hotel. Estou rastreando e está com alguém em Jaboatão, mas já estou em SP.;4;;;;;;;;
23 de maio de 2024;Hospedagem perfeita em Recife é no Park Hotel!;É perfeito, localização , espaço , café da manhã, atendimento, custo, sem registro negativo, só positivos!;Nada;10;;;;;;;;
21 de maio de 2024;Decepção;Da localização, e recepção.;Quarto cheirando a mofo, cama horrível, cortinas mofadas, roupas de cama , não condiz com o hotel.;2;;;;;;;;
21 de maio de 2024;Ótimo custo benefício para quem quer relaxar e passear;Café da manhã muito farto com diversas opções regionais. Rooftop com vista maravilhosa pra praia de Boa Viagem, piscina e chuveirão para se refrescar, toalhas à vontade e ótimo serviço de bar.;Os quartos são um pouco antiquados, mas como o hotel está passando por uma reforma, acredito que podem melhorar em breve.;10;;;;;;;;
20 de maio de 2024;Excelente;Ótima localização, próximo de restaurante, mercado, farmácia, lanchonete, praia. As instalações do hotel funciona perfeitamente, cama e travesseiro confortável, quarto limpo, alem do café da manhã ser incrível com variedades e comidas típicas. Os funcionários são simpáticos e prestativos;;10;;;;;;;;
20 de maio de 2024;Excelente;Café da manhã ;;;;;;;;;;
Limpeza;;;;;;;;;;;;
Espaço do quarto e do banheiro ;;;;;;;;;;;;
"Funcionários""";Não teve nada que não gostei;10;;;;;;;;;;
19 de maio de 2024;Excepcional;Hotel excelente, qualidade na estrutura e no atendimento.;;10;;;;;;;;
19 de maio de 2024;Excepcional;O atendimento excelente;Gostei de tudo;10;;;;;;;;
17 de maio de 2024;Hotel bem localizado, funcionários simpáticos , café da manhã gostoso, acomodação limpa e confortável.;Limpeza.;Nada a pontuar.;10;;;;;;;;
17 de maio de 2024;Excepcional;;Não gostei de um pequeno detalhe caixinha de som não pode liga o tamanho dela 8cm não trabalha ninguém só a direção do hotel.;10;;;;;;;;
16 de maio de 2024;Incrível;O hotel entrega tudo o q promete;Gostei de tudo;10;;;;;;;;
15 de maio de 2024;Excepcional;Gostei muito da localização, dos funcionários atenciosos,café da manhã muito bom e a possibilidade de ter uma sopa a noite,que por sinal estava muito boa....;A princípio nada vem a minha cabeça.;10;;;;;;;;
15 de maio de 2024;Ótimo 👍🏻;Localização, café da manhã, e hospitalidade!;Nada;10;;;;;;;;
12 de maio de 2024;Excepcional;Voltando do mercado estávamos com vontade tomar café. Solicitei e fui atendido pelo garçon. COM TODA SUA MAESTRIA. Parabens.;De ter q ir embora;10;;;;;;;;
8 de maio de 2024;Excepcional;A Localização é excelente, fica de frente a feirinha que vende não só artesanato mas muitos tipos de comida, tem um ótimos restaurantes próximos mercado e farmácia tb. O hotel é bem tranquilo quartos limpos e funcionários bem educados! Fui sozinha e foi bem tranquilo;.;10;;;;;;;;
6 de maio de 2024;Excepcional;Localização, atendimento, disponibilidade;;10;;;;;;;;
6 de maio de 2024;Indico;Limpeza , café da manhã , quartos e localização.;;;;;;;;;;
"Funcionários atenciosos""";;10;;;;;;;;;;
5 de maio de 2024;Excepcional;Gostei de várias coisas , localização, custo benefício, todos os funcionários simpáticos, limpo organizado. A piscina linda!;Do horário da piscina, poderia encerrar as 20hrs o banho, mais poderia ficar aberta para passeio, tirar fotos, foi o lugar que eu mais gostei, lindo, mais fecha cedo.;10;;;;;;;;
5 de maio de 2024;Excepcional;E minha segunda vez nesse hotel. O diferencial e que o café manhã começa bem cedo permitindo ir aos passeios alimentada. A recepção funciona 24hs outros hotéis na região isso não acontece. A piscina e bem legal rende uma fotos boa;;10;;;;;;;;
3 de maio de 2024;Ótimo hotel com serviço cordial em boa localização;O atendimento por parte dos funcionários é excelente, muito prestativos e disponíveis para proporcionar uma ótima experiência aos hóspedes. ;;;;;;;;;;
Agradecimento especial ao Cleiton; Esdras e Marcelo do restaurante e a Marina da recepção. Estão de parabéns!;;;;;;;;;;;
;;;;;;;;;;;;
A localização é exatamente na frente da feirinha de Boa Viagem; repleta de produtos e restaurantes com preço bom.;;;;;;;;;;;
;;;;;;;;;;;;
A piscina na cobertura é muito interessante; tem uma vista linda; além do serviço do bar que atende as mesas; levando pedidos; etc. Realmente;" a piscina é um diferencial!""";A médio/longo prazo, uma modernização dos banheiros dos quartos pode ser necessária.;;;;;;
;;;;;;;;;;;;
A região ao redor me transmitiu alguma insegurança;" com pessoas em situação de rua. Espero que a prefeitura possa acolhê-los em breve.""";10;;;;;;;;;;
30 de abril de 2024;Localização Excelente;Localização excelente, vista incrível.;;10;;;;;;;;
29 de abril de 2024;Satisfatório;;Acomodações antigas;6;;;;;;;;
29 de abril de 2024;Excepcional;Localização foi boa para ir à praia.;;;;;;;;;;
Café da manhã está bom.;;;;;;;;;;;;
"Limpeza foi boa.""";Estacionamento limitado.;;;;;;;;;;;
"Um dos rapazes do valet foi deselegante.""";10;;;;;;;;;;;
29 de abril de 2024;Excepcional;O quarto que pegamos ficava 11° andar, uma vista incrível e com dois ambientes. Ótima localização! Recomendo com toda certeza!;;10;;;;;;;;
26 de abril de 2024;Hotel ok;O rooftop está excelente, recém reformado. Piscina e vista maravilhosas. Localização muito boa, perto de tudo e ao lado de uma feira local de artesanatos. Nosso quarto tinha uma vista lateral entre os prédios para o mar. Custo benefício ok para estadias curtas. Estadias mais longas não recomendo.;Quartos com cheiro de modo, móveis bem antigos e corredores com carpet. Café da manhã ok pelo custo. Nao tem muita variedade, sucos duas opções e de frutas bem locais. Área de banho pequena e com chuveiros eletricos, não tem ducha. Cama de casal e eram duas de solteiro unidas e colchões não são confortáveis. Lençóis e tudo mais com aspecto de velho.;6;;;;;;;;
26 de abril de 2024;Ótimo custo benefício;Café da manhã excelente, funcionários super simpáticos e atenciosos, a piscina ficou ótima após a reforma. Os quartos atendem bem. Ótimo custo benefício. Localização perfeita.;;10;;;;;;;;
25 de abril de 2024;Atendimento e localização excelentes;Atendimento, localização e vista;;10;;;;;;;;
25 de abril de 2024;Não volto.;A proximidade com praia.;Não gostei dos corredores, da recepção, o cafe deu de boa mas o quarto tinha cheiro de.mofo e muito barulho de máquinas de ar condicionado. Colchão brabo. Travesseiros médios. Banheiro velho. Deu pra.ficar pq eram 2 dias apenas e à trabalho. Hotel de turistão mesmo. Revestimentos antigos. Não volto.;5;;;;;;;;
24 de abril de 2024;Muito prazeroso .;Excelente;;10;;;;;;;;
23 de abril de 2024;Excepcional;Perfeito! Tudo perfeito, o café, o quarto, os funcionários... Tudo muito bom! Sem falar na localização que é ótima... Assim que você chega, se surpreende com uma feirinha de artesanato muito aconchegante literalmente do lado do hotel, onde também tem comidas das mais diversas e espaço seguro para passar a noite turistando. Eu amei!! Voltarei com certeza!!!!;Gostei de tudo! Tudo ótimo!;10;;;;;;;;
23 de abril de 2024;Maravilhoso;Hospitalidade e café da manhã;No rooftoop ainda tinham alguns equipamentos referentes as obras de melhoria, mas nada que afetasse a experiência na piscina;10;;;;;;;;
22 de abril de 2024;Hotel velho, sujo, sem wi fi tem que reestrutura totalmente inclusive a limpeza.;Localização muito bom.;;;;;;;;;;
café da manhã excelente.;;;;;;;;;;;;
"Check in rápido.""";O quarto tinha BARATAS.;;;;;;;;;;;
WIFI muito ruim tive que ir para um estabelecimento externo para fazer uma reunião.;;;;;;;;;;;;
Não tinha ferro de passar; item comum em quase todos os hotéis ;" nem uma sala de passadoria.""";2;;;;;;;;;
22 de abril de 2024;Adorei, fomos comemorar nosso 2 anos de casados...l;Atendimento excelente, café da manhã maravilhoso.;;10;;;;;;;;
20 de abril de 2024;Não vale o preço.;O café da manhã a é razoável.;Aspecto de antigo. Carpete nos corredores. Recepção burocrática. Rapaz das malas ignorou solenemente quando cheguei cheio de malas. Estava no celular e assim ficou. Box com vazamento pra fora.;3;;;;;;;;
20 de abril de 2024;Excepcional;Localização, do café da manhã, quartos.;Do estacionamento;10;;;;;;;;
20 de abril de 2024;Perfeito;Amamos nos hospedar, a localização é ótima, bem próxima da feirinha, a praia de boa viagem, o quarto é maior que o comum, bem espaçoso, o café da manhã possui grande variedade de produtos. A área da piscina tem uma vista incrível.;;10;;;;;;;;
18 de abril de 2024;Excepcional;Localização ótima, do lado da feirinha de boa viagem. Café da manhã maravilhoso. Meu marido esqueceu a carteira e eles enviaram pra mim por Sedex. Foram muito prestativos. Nota 1000;Nada;10;;;;;;;;
18 de abril de 2024;Adoramos;Os funcionários muito prestativos e educados, café da manhã muito variado e gostoso. A vista é ótima.;A única coisa que achei que podia melhorar era a limpeza do box do banheiro, mas nada que tenha atrapalhado a estadia.;10;;;;;;;;
18 de abril de 2024;Excepcional;Gostei muito do restaurante;Gostei de tudo;10;;;;;;;;
16 de abril de 2024;Maravilhosa.;O Hotel tem uma ótima localização, os quartos são excelentes, inclusive o meu era para 3 pessoas e me surpreendi, pois era um conjugado, um com a cama de casal com tv, frigobar e o ar-condicionado, tinha uma porta grande dividindo os dois ambientes, já o outro ambiente uma cama de solteiro com tv e o frigobar e o ar-condicionado. O café da manhã com bastante variedade, a piscina do hotel maravilhosa, academia nova. Sem falar na educação e gentileza de todos os funcionários do hotel, espetacular!!! Parabéns a equipe.;;10;;;;;;;;
16 de abril de 2024;Excepcional;O hotel tem uma ótima localização, ao lado da Feirinha de Boa Viagem, funcionários muito simpáticos, quarto amplo e confortável, um farto café da manhã com muitas variedades.;;;;;;;;;;
"Nossa estadia foi maravilhosa.""";;10;;;;;;;;;;
14 de abril de 2024;otimo!!!;cafe da manha com tapioca fresca, banheiro equipado com secador e ducha higienica, reforma do rooftop que ficou lindissimo e agora sim da vontade de tomar sol na piscina.;a cama de solteiro no quarto que fiquei parecia de criança... era pequena demais;10;;;;;;;;
14 de abril de 2024;Regular;Localização muito boa;O wi-fi péssimo, não podemos levar nenhum tipo de bebida pra piscina somos obrigados a consumir no bar da piscina,no bar tudo muito caros, elevadores demoravam muito pra chegar enfim não tenho planos de voltar lá novamente;6;;;;;;;;
14 de abril de 2024;Excelente custo-benefício com ótima localização e café da manhã;O quarto é muito confortável, excelente café da manhã (recebi um bolo supresa no dia do meu aniversário) e com boa localização - perto da feirinha, com bastante comércio. O novo rooftop está lindo de morrer!;Gostei de tudo!;10;;;;;;;;
11 de abril de 2024;Custo Benefício Muito Bom;Adoramos a localização do hotel, perto da feirinha e muito calmo. Funcionários excelentes, muito simpáticos e prestativos. Sem dúvida iremos voltar. Restaurante do hotel muito bom e mais uma vez com um serviço muito agradável. Bom café da manhã.;O facto de não termos tido tempo para aproveitar a piscina.;10;;;;;;;;
10 de abril de 2024;Excepcional;Piscina. Funcionários. Preco;Sujo;10;;;;;;;;
10 de abril de 2024;Excelente!;O hotel estava muito limpo e organizado, o atendimento dos funcionários foi muito bom e café da manhã de ótima qualidade, tudo muito fresco e gostoso! Superou minhas expectativas! A localização é ótima, sendo enfrente a feirinha e a praia!;Infelizmente o chuveiro deixou a desejar um pouco, quase não saia água, e também o ralo não estava com uma vazão boa para descer a água, abrindo quase nada o chuveiro já iria molhar o banheiro inteiro...;10;;;;;;;;
9 de abril de 2024;Ruim;;Acomodações antigas e sujas, cheiro de mofo no quarto e banheiro com abertura para a rua, de onde as pessoas podiam me ver. Tentei fechar com uma toalha. Colchão extremamente desconfortável, roupa de banho velha e em estado de conservação deplorável, atendimento na recepção frio e descortês.;3;;;;;;;;
7 de abril de 2024;Excepcional;Muito bom;;10;;;;;;;;
5 de abril de 2024;Retorno da impressão do hotel park hotel;Um café da manhã impecável! Perfeito! Parabéns!;O chuveiro quente não funcionou, e as cortinas estavam todas mofadas, deixando um cheiro forte de mofo no ar, e por isso atacou minha rinite e minha alergia, lembrando que meu quarto foi o 311.;6;;;;;;;;
