data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;;;;;;;;;;;;;;;;;
21 de novembro de 2023;Razoável.;Bom café da manhã e os funcionários são bem solícitos e atenciosos.;Quarto bem simples, com cerâmica antiga. O banheiro é bem antigo e a divisória da ducha é uma cortina de plástico. Poucas tomadas no quarto que ficamos.;6;;;;;;;;;;;;;;;;;;;;;;;
20 de novembro de 2023;Ótima;Muito bom o café da manhã e a localização;Não gostei porque não tem estacionamento aí fomos pego de surpresa e o carro teve que ficar na rua 🥲🥹;10;;;;;;;;;;;;;;;;;;;;;;;
20 de novembro de 2023;Aceitável;Localização muito boa !;Sei que imprevistos acontecem.. porém ;;;;;;;;;;;;;;;;;;;;;;;;
"Cheguei no sábado às 11:30 da noite e o hotel estava faltando água .. tive que aguardar até as 2:30 da madrugada !""";5;;;;;;;;;;;;;;;;;;;;;;;;;;
19 de novembro de 2023;Excepcional;Tudo, recomendo!;Tudo, recomendo;10;;;;;;;;;;;;;;;;;;;;;;;
9 de novembro de 2023;Legal;A cama;O banheiro. Não condiz com o que eu tinha reservado;10;;;;;;;;;;;;;;;;;;;;;;;
31 de outubro de 2023;Excepcional;Tudo de bom.;;10;;;;;;;;;;;;;;;;;;;;;;;
24 de outubro de 2023;Relaxamento e tranquilidade;Equipe de atendimento muito educada, gentil e solícita. Café da manhã muito bom. Limpeza dos quartos excelente. A localização é ótima, próximo a praia e a bares e restaurantes.;;10;;;;;;;;;;;;;;;;;;;;;;;
22 de outubro de 2023;Ruim;Café da manhã ruim, única coisa boa era a localização;Fotos do quarto totalmente diferente da realidade;3;;;;;;;;;;;;;;;;;;;;;;;
20 de outubro de 2023;Tudo perfeitos;Tudo ótimo;;10;;;;;;;;;;;;;;;;;;;;;;;
17 de outubro de 2023;Não voltaria.;Localização;Quarto com cheiro de mofo;5;;;;;;;;;;;;;;;;;;;;;;;
8 de outubro de 2023;Decepcionante;Localização;Os vidros dos quartos são transpassados ficando a sim a zuada do bar só consegui dormir de madrugada quando o bar fechou fora isso minha reserva foi paga pelo aplicativo estou avaliando mais a reserva está como canelada não pontuei no aplicativo;4;;;;;;;;;;;;;;;;;;;;;;;
7 de outubro de 2023;Recomendo!;Localização muito boa, café da manhã delicioso! As meninas do café são uma simpatia!;;;;;;;;;;;;;;;;;;;;;;;;;
"Recomendo!""";;10;;;;;;;;;;;;;;;;;;;;;;;;;
7 de outubro de 2023;Decepcionante;Das funcionárias do café da manhã,todas muito solícitas.;Do barulho da rua até de manhã,impedindo o descanso e do sistema de fechamento dos quartos,sempre dando trabalho,descarregando o tempo todo.;4;;;;;;;;;;;;;;;;;;;;;;;
6 de outubro de 2023;Excelente café atendimento muito bom e por fim acomodação ótima;Localização;Obras;10;;;;;;;;;;;;;;;;;;;;;;;
2 de outubro de 2023;Foi uma estadia ótima! Hotel muito bom, mesmo sendo antigo. Quarto confortável, estava tudo funcionando direitinho. Café;Do quarto, do chuveiro;Elevador muito antigo que dava medo;10;;;;;;;;;;;;;;;;;;;;;;;
28 de setembro de 2023;Incrível;Camas confortáveis, quarto limpos, café da manhã excepcional, funcionários simpáticos e educados.;;10;;;;;;;;;;;;;;;;;;;;;;;
28 de setembro de 2023;Razoável;Hotel vive em permanente reforma.;;;;;;;;;;;;;;;;;;;;;;;;;
"O café da manhã tem poucas alternativas e poucas frutas""";Melhorar o café da manhã;5;;;;;;;;;;;;;;;;;;;;;;;;;
21 de setembro de 2023;Excepcional;Tudo;O quarto 306 estava com cheiro muito estranho. Tipo de mofo. E minha sogra ficou de coçando a noite.;10;;;;;;;;;;;;;;;;;;;;;;;
13 de setembro de 2023;Excepcional;Ótimo custo benefício! O hotel é simples, porém limpo e amigável. ;;;;;;;;;;;;;;;;;;;;;;;;;
A janela do meu quarto estava quebrada; o que impossibilitava a abertura; mas foi o único problema;" facilmente resolvido por ter ar condicionado no local.""";;10;;;;;;;;;;;;;;;;;;;;;;
10 de setembro de 2023;Transtorno;Tudo;Horrível o sistema de canais nos quartos ..nada funciona ;;;;;;;;;;;;;;;;;;;;;;;;
"Os controles são péssimos ..ninguém sabe mexer para assistir televisão ..e eu estou sozinha ..muito a desejar""";5;;;;;;;;;;;;;;;;;;;;;;;;;;
5 de setembro de 2023;Primeira e única vez;Localização;Quarto sujo, porta do banheiro não fechava, travesseiro sujo. Mas o ápice foi não ter agua quente no chuveiro, queriam me trocar por um quarto inferior. Não aceitei. Me deram a chave de outro quarto para conseguir tomar banho com agua quente.;2;;;;;;;;;;;;;;;;;;;;;;;
1º de setembro de 2023;Satisfatório;1) Localização excelente, perto da praia e das localidades que eu pretendia ir. ;;;;;;;;;;;;;;;;;;;;;;;;;
2) café da manha bom;" embora muito repetitivo e pouca variedade ao longo dos dias""";1) o fato do chuveiro não se box e não ter lugar para pendurar toalha, acabava por molhar o banheiro ;;;;;;;;;;;;;;;;;;;;;;;;;
2) problemas com tomada da recepção. precisava trabalhar e metade das tomadas não funcionavam ;;;;;;;;;;;;;;;;;;;;;;;;;;;
3) tive problemas com a fechadura do quarto. a principio atendeu mas não resolveu o problema (porta nao fechava) ;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4) poucas ou informações não dadas quanto aos passeios e locais turísticos.""";6;;;;;;;;;;;;;;;;;;;;;;;;;;
26 de agosto de 2023;Excepcional;Localização muito agradavel;;10;;;;;;;;;;;;;;;;;;;;;;;
21 de agosto de 2023;Satisfatório;;Café da manha! Caiu bastante em relação as outras vezes que fiquei hospedado nesse hotel.;6;;;;;;;;;;;;;;;;;;;;;;;
15 de agosto de 2023;Satisfatório;Localização ;;;;;;;;;;;;;;;;;;;;;;;;;
Café da manhã;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Limpeza do quarto""";Cheiro ralo no banheiro e sifão da pia muito forte.;;;;;;;;;;;;;;;;;;;;;;;;;;
"Não tem estacionamento.""";6;;;;;;;;;;;;;;;;;;;;;;;;;;
15 de agosto de 2023;Satisfatório;A localização excelente. ! Um senhor que estava na frente tirando a água da chuva muito gentil nos levou até o cargo com a sombrinha para não molharmos.;Tem um bar na frente que fica até tarde e ouvimos o barulho.;6;;;;;;;;;;;;;;;;;;;;;;;
14 de agosto de 2023;Não recomendo. Péssima experiência;Somente a localização.;Principalmente a limpeza, o cheiro do quarto era quase insuportável. O banheiro fedia o tempo todo. A recepcionista atende super mal. Me senti invisível. Acho que paga se der bom dia.;1;;;;;;;;;;;;;;;;;;;;;;;
10 de agosto de 2023;Excepcional;Gostei do café da manhã, tem ferro para pasar roupa, funcionários atenciosos;;10;;;;;;;;;;;;;;;;;;;;;;;
5 de agosto de 2023;Excepcional;Estar no Dublê é sempre bom. Super bem localizado, com um time atencioso e um café da manhã incrível.;;10;;;;;;;;;;;;;;;;;;;;;;;
2 de agosto de 2023;Fomos muito bem recebidos, quarto perfeito.;Atendimento ótimo, limpeza impecável, café da manhã excelente.;Gostamos de tudo, só a vista mesmo que ficamos em quarto de fundos, mas que não atrapalha em nada, voltaria sempre neste hotel.;10;;;;;;;;;;;;;;;;;;;;;;;
29 de julho de 2023;Excelente localização! Muito bom hotel!;Excelente localização! Excelente café da manhã! Excelente chuveiro!;;10;;;;;;;;;;;;;;;;;;;;;;;
23 de julho de 2023;Fui uma vez, mas não volto.;Café da manhã muito gostoso e o hotel é bem localizado (muitos bares e restaurantes ao redor).;;;;;;;;;;;;;;;;;;;;;;;;;
"Quarto confortável.""";O hotel não possui estacionamento e é bem difícil para achar vaga na rua. ;;;;;;;;;;;;;;;;;;;;;;;;;;
A acústica dos quartos é muito ruim; então todos os dias fomos acordados com barulho de outros hóspedes pela manhã no corredor e até mesmo pelas camareiras que faziam MUITO barulho ao arrumar os quartos vizinhos. Precisei ligar para a recepção para reclamar do barulho. ;;;;;;;;;;;;;;;;;;;;;;;;;;
A noite só fica um recepcionista no hotel e mais ninguém;" então o hóspede fica praticamente sem assistência.""";6;;;;;;;;;;;;;;;;;;;;;;;;;
16 de julho de 2023;Estadia OK;Localização boa, baixo custo e café da manhã bom;Organização para checkin, erro de comunicação entre a camareira e a recepção fez com que esperássemos 40 minutos sem necessidade, o que atrasou nossos compromissos.;6;;;;;;;;;;;;;;;;;;;;;;;
16 de julho de 2023;Aceitável;Café da manhã;Instalações;5;;;;;;;;;;;;;;;;;;;;;;;
11 de julho de 2023;Aceitável;Quartos com cheiro de mofo e no banheiro nao há cifão deixando com cheiro de esgoto no final do dia, está em obras, muito barulho, o café bom e os funcionários atenciosos.;;5;;;;;;;;;;;;;;;;;;;;;;;
9 de julho de 2023;O hotel tem muito o que melhorar. Limpeza, treinamento de funcionários e comunicava entre eles. O quarto pequeno só fedi;;O banheiro estava com cheiro forte de esgoto e com isso o quarto todo ficava. Quarto pequeno. Foi alterado os dias e não foi dado baixa no sistema. Na saída, foi cobrado errado a meia diária de entrada, pois a moça não estava ciente. O lixo no banheiro não tinha nem sacola, cheia de água.;4;;;;;;;;;;;;;;;;;;;;;;;
8 de julho de 2023;Agradavél.;Café da manhã muito bom.;;10;;;;;;;;;;;;;;;;;;;;;;;
6 de julho de 2023;Excepcional;Quarto super espaçoso, tudo limpo, cama perfeita, banheiro, elevador.;Pouca variedade no café da manhã;10;;;;;;;;;;;;;;;;;;;;;;;
2 de julho de 2023;PESSIMO HOTEL, XIXI NO TRAVESSEIRO;Nada;Mal cheiro no quarto, além do mofo e sujeira, o travesseiro estava com cheiro de xixi.;;;;;;;;;;;;;;;;;;;;;;;;
Por sorte só passei um dia nesse lugar;" deviam ser proibidos de operarem.""";1;;;;;;;;;;;;;;;;;;;;;;;;;
18 de junho de 2023;Satisfatório;A equipe foi muito simpatica e solicita. O cafe da manja era bom. Localização central e perto de restaurantes.;A estrutura do hotel pode melhorar. Falta um pouco de conservação, o quarto está meio antigo e mal cuidado.;6;;;;;;;;;;;;;;;;;;;;;;;
18 de junho de 2023;Satisfatório;Sem vaga para estacionar. Bares com som alto nas redondezas.;;6;;;;;;;;;;;;;;;;;;;;;;;
13 de junho de 2023;Satisfatório;Houve um esforço da equipe para liberação do quarto antes do previsto, já que nosso check-in começava apenas às 14h e nós chegamos um pouco antes. Isso foi bem gentil da parte da equipe do hotel.;Os travesseiros estavam com um cheiro forte, precisamos solicitar a troca, melhorou um pouco.;6;;;;;;;;;;;;;;;;;;;;;;;
10 de junho de 2023;so uma noite e nunca mais;otima posição a una quadra da praia e com um Bar/Restaurante na frente do Hotel que atende bem as necesidades;quartos pequenos demais realmente so para passar uma noite, cheiro ruim no quarto, parecia ser xixi de gato , chuveiro barulhento;6;;;;;;;;;;;;;;;;;;;;;;;
27 de maio de 2023;Excepcional;Gostei de tudo sem palavras;Eu realmente gostei de tudo;10;;;;;;;;;;;;;;;;;;;;;;;
22 de maio de 2023;parece um antigo condomínio que virou hotel e precisa melhorar as instalações .;gostei do atendente masculino a noite no qual me atendeu com a maior gentileza e me concedeu os pedidos desejados. a atendente do café da manhã uma amor de pessoa, oferece tapioca e nem recepctiva.;a atendente (recepcionista)de manhã não gostei pq eu tinha combinado com o rapaz a noite de continuar após o horário de 12h mais 2h pagando, pq eu estava com várias malas ja que meu namorado foi para o congresso e ela nem;;;;;;;;;;;;;;;;;;;;;;;;
"se quis me disponibilizar alternativa de um quarto solteiro que vi vago no mesmo andar. não gostei""";6;;;;;;;;;;;;;;;;;;;;;;;;;;
21 de maio de 2023;Excepcional;Localização, atendimento nota 10 e café da manhã completo com tapioca feita na hora.;;10;;;;;;;;;;;;;;;;;;;;;;;
14 de maio de 2023;Aceitável;Não gostei;Quarto pequeno, café da manhã fraco.;5;;;;;;;;;;;;;;;;;;;;;;;
7 de maio de 2023;Satisfatório;Da localização;O quarto não era nada do que mostrava nas fotos ...o banheiro não tinha box uma cortina improvisada..;6;;;;;;;;;;;;;;;;;;;;;;;
4 de maio de 2023;Bom pela localização. Mas o quarto é simples e com acabamento ruim.;localização;Fotos não condizem com o quarto, acabamento ruim, banheiro não é box, é cortina. Elevadores antigos.;6;;;;;;;;;;;;;;;;;;;;;;;
3 de maio de 2023;Tem muito que melhorar!;localização;elevador muito velho é barulhento n conseguia dormir escutando cada subida e descida dele! Café da manhã péssimo!;5;;;;;;;;;;;;;;;;;;;;;;;
1º de maio de 2023;Satisfatório;Do atendimento da recepção, as meninas da copa também.;Do café da manhã, poderia ter mais opções de frutas principalmente.;6;;;;;;;;;;;;;;;;;;;;;;;
1º de maio de 2023;péssima experiência, não voltaria a me hospedar novamente nunca;a localização e os funcionários;começando pelo quarto, reservamos um quarto maior e parecíamos que estávamos em uma caixa, banheiro apertado demais, com retorno de odor, janelas quebradas, quarto sem saída de ar, as imagens do quarto eram totalmente diferentes da realidade.;1;;;;;;;;;;;;;;;;;;;;;;;
28 de abril de 2023;tudo ok. fora os funcionários que as vezes n sabem passar informações. vou a trabalho e preciso da nota na saída. se voc;sim. ótima!;;10;;;;;;;;;;;;;;;;;;;;;;;
25 de abril de 2023;Excepcional;A atenção e educação de todos os funcionários é excepcional;;;;;;;;;;;;;;;;;;;;;;;;;
24 de abril de 2023;Café da manhã excelente e localização ótima!;localização e café excelente!;o chuveiro estava muito quente, e não girava pra ficar mais frio. o ar condicionado demora a um pouco para resfriar. não tinha vaga de garagem.;10;;;;;;;;;;;;;;;;;;;;;;;
24 de abril de 2023;Melhor custo benefício de Boa Viagem!!;Quartos bem limpos e arrumados, com material excelentes para acomodação, ar condicionado gela muito bem e possui muito conforto nos quartos, com mesa para trabalho. Água quente com ótima vazão de água. Café da manhã excepcional e com muitas opções. Atendimento na recepção excepcional!;;10;;;;;;;;;;;;;;;;;;;;;;;
24 de abril de 2023;Decepcionante;O pessoal é solícito, check in rápido e localização é o ponto forte do hotel.;O quarto é bem mais ou menos. No meu, o ar condicionado estava com as paletas com defeito, e eu e meu namorado passado muito frio porque elas ficavam viradas diretamente pra cama. Tivemos que afastar a cama pra parede que fica o ar, e mesmo assim meu namorado dormiu atravessado na cama pra fugir do ar, dormida muito desagradável por isso. O quarto, no geral, poderia passar por várias atualizações, na tv, no ar, no banheiro que tinha o box bem pequeno e com cortinas que não agradaram, enfim, tem pontos a melhorar.;4;;;;;;;;;;;;;;;;;;;;;;;
24 de abril de 2023;Localização ótima,limpo ,com funcionários gentis. Mas...;Localização;O café da manhã fraquinho, os reformados estão bons;6;;;;;;;;;;;;;;;;;;;;;;;
24 de abril de 2023;Excepcional;Gostei de tudo, os funcionários são muito simpático, comida boa. Quartos limpos.;;10;;;;;;;;;;;;;;;;;;;;;;;
23 de abril de 2023;boa;bom atendimento e um bom custo benefício! hotel bem localizado na cidade!;falta estacionamento , ar-condicionado não refrigera bem o quarto!;10;;;;;;;;;;;;;;;;;;;;;;;
19 de abril de 2023;Ótimo custo e benefício;Localização exelente , atendimento também, e ótimas instalações e café.;Nada;10;;;;;;;;;;;;;;;;;;;;;;;
10 de abril de 2023;Aceitável;;Roupa de cama estava suja. Percebemos que foi utilizada por outro hóspede e simplesmente guardado sem lavar.;5;;;;;;;;;;;;;;;;;;;;;;;
27 de março de 2023;Ruim;Equipe educada.;Banheiro com plástico no lugar do box, instalações e café da manhã.;5;;;;;;;;;;;;;;;;;;;;;;;
24 de março de 2023;Ótima estadia;Ótima localização, apartamento limpo e aconchegante.;;10;;;;;;;;;;;;;;;;;;;;;;;
16 de março de 2023;Para dormir uma noite é aceitável;Localização excelente. Funcionários ótimos.;Limpeza pouco cuidadosa. Banheiro com cortina suja. Café da manhã fraco, ruim e frio.;5;;;;;;;;;;;;;;;;;;;;;;;
13 de março de 2023;Nunca mais eu volto.;A única coisa OK era que o ar condicionado prestava;Cama quebrada e por isso muito barulhenta, quarto com mobília bem desgastada, box do banheiro minúsculo, privada com descarga péssima e no último dia amanheceu entupida, localização do hotel com muito barulho (a noite foi a zoada do bar na frente e de dia foram as crianças gritando no prédio vizinho). Nem parece que eu estava no hotel dessas fotos. Definitivamente não compensa e não voltarei.;1;;;;;;;;;;;;;;;;;;;;;;;
12 de março de 2023;Excepcional;Quartos bonitos, café da manhã incrível!;;10;;;;;;;;;;;;;;;;;;;;;;;
9 de março de 2023;Dia em Recife;O hotel fica bem localizado próximo à praia e centros comerciais. Os funcionários são atenciosos. O café da manhã é bom.;O prédio do hotel é muito antigo estava passando por reformas com muito barulho impedindo de ficar no local neste período, elevadores antigos quarto muito apertado banheiro escuro. O prédio tem apenas seis andares e fica espremido entre outros prédios muito mais altos prejudicando a luz solar.;5;;;;;;;;;;;;;;;;;;;;;;;
8 de março de 2023;peço que troquem as fotos do booking pq não são nada do que oferecem quando chegamos no hotel;só a localização;pensei que seria um bom hotel pelas fotos do booking mas quando cheguei lá fiquei muito decepcionada. quarto mal cheiro ao abrir a porta tive que dormir de janela aberto ( cheiro mofo) e a tal janela custou abrir, umas cortinas bege ( tipo suja) nas janelas fechando a metade do quarto que por sinal bem pequeno, agora falando em café com poucas opções e o que tinha era ruim, acho que compensa pagar um pouco mais em uma rede mais conhecida mas o que me atrapalhou foram as fotos que não bateu com quarto q me ofereceram. no meu caso foi só uma noite.;4;;;;;;;;;;;;;;;;;;;;;;;
8 de março de 2023;Não tenho interesse em voltar nesse lugar devido as problemas encontrados;Localização era boa;O hotel não possui estacionamento. O berço estava alocado no quarto errado e com problemas de montagem. O controle do ar condicionado era universal e estava desprogramado, eu mesmo tive que programar para poder ajustar.;4;;;;;;;;;;;;;;;;;;;;;;;
6 de março de 2023;Se eu soubesse como seria, nem teria me hospedado;Localização próxima ao centro e do comércio ao redor;A nossa pia vazava e fedia esgoto, poucas tomadas no quarto, café da manhã fraco, a cortina do banheiro vazava água para todo lado do box, chuveiro baixo, não recomendo;5;;;;;;;;;;;;;;;;;;;;;;;
